,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
125,Relationship_1:Laptop_Q4_feat1,55.77777777777778,Relationship_1,Laptop_Q4_feat1,Which aspects of mobility does Laptop  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,alone
561,location_2:Laptop_Q10_feat3,55.77777777777778,location_2,Laptop_Q10_feat3,How does Laptop provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
13,location_1:Laptop_Q4_feat1,55.77777777777778,location_1,Laptop_Q4_feat1,Which aspects of mobility does Laptop  provide as you perform this task?,I can move around while performing the task   ,Scenario location,Home
126,Relationship_1:Laptop_Q12_feat1,55.77777777777778,Relationship_1,Laptop_Q12_feat1,Which of these maintenance features in Laptop affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,alone
16,location_1:Laptop_Q11_feat1,53.63247863247864,location_1,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,Home
15,location_1:Laptop_Q3_feat1,53.63247863247864,location_1,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,Home
338,Relationship_2:Laptop_Q5_feat1,51.48717948717948,Relationship_2,Laptop_Q5_feat1,What level of accuracy does your Laptop provide when executing the task?,It executes the task without any errors   ,Scenario relation,strong ties
118,Relationship_1:Laptop_Q1_feat2,51.48717948717948,Relationship_1,Laptop_Q1_feat2,Which of the following type of interactions do you use while executing a command on Laptop,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,alone
128,Relationship_1:Laptop_Q11_feat1,51.48717948717948,Relationship_1,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,alone
229,Relationship_3:Laptop_Q8_feat5,51.48717948717948,Relationship_3,Laptop_Q8_feat5,What level of personalized communication does your Laptop provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,weak ties
337,Relationship_2:Laptop_Q10_feat3,51.48717948717948,Relationship_2,Laptop_Q10_feat3,How does Laptop provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,strong ties
336,Relationship_2:Laptop_Q11_feat2,51.48717948717948,Relationship_2,Laptop_Q11_feat2,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,strong ties
10,location_1:Laptop_Q9_feat2,51.48717948717948,location_1,Laptop_Q9_feat2,How does your Laptophelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,Home
17,location_1:Laptop_Q6_feat1,51.48717948717948,location_1,Laptop_Q6_feat1,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,Home
18,location_1:Laptop_Q13_feat1,51.48717948717948,location_1,Laptop_Q13_feat1,Which of the additional artifacts do you connect/download on your Laptop to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,Home
117,Relationship_1:Laptop_Q8_feat5,49.34188034188034,Relationship_1,Laptop_Q8_feat5,What level of personalized communication does your Laptop provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,alone
448,location_3:Laptop_Q11_feat2,49.34188034188034,location_3,Laptop_Q11_feat2,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Public (park, street etc)"
339,Relationship_2:Laptop_Q9_feat3,49.34188034188034,Relationship_2,Laptop_Q9_feat3,How does your Laptop help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,strong ties
19,location_1:Laptop_Q13_feat2,49.34188034188034,location_1,Laptop_Q13_feat2,Which of the additional artifacts do you connect/download on your Laptop,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,Home
130,Relationship_1:Laptop_Q13_feat1,49.34188034188034,Relationship_1,Laptop_Q13_feat1,Which of the additional artifacts do you connect/download on your Laptop to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,alone
131,Relationship_1:Laptop_Q13_feat2,49.34188034188034,Relationship_1,Laptop_Q13_feat2,Which of the additional artifacts do you connect/download on your Laptop,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,alone
20,location_1:Laptop_Q13_feat4,49.34188034188034,location_1,Laptop_Q13_feat4,Which of the additional artifacts do you connect/download on your Laptop,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,Home
227,Relationship_3:Laptop_Q9_feat3,49.34188034188034,Relationship_3,Laptop_Q9_feat3,How does your Laptop help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,weak ties
14,location_1:Laptop_Q12_feat1,47.19658119658119,location_1,Laptop_Q12_feat1,Which of these maintenance features in Laptop affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,Home
21,location_1:Laptop_Q12_feat5,47.19658119658119,location_1,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,Home
127,Relationship_1:Laptop_Q3_feat1,47.19658119658119,Relationship_1,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
450,location_3:Laptop_Q5_feat1,47.19658119658119,location_3,Laptop_Q5_feat1,What level of accuracy does your Laptop provide when executing the task?,It executes the task without any errors   ,Scenario location,"Public (park, street etc)"
228,Relationship_3:Laptop_Q3_feat3,47.19658119658119,Relationship_3,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,weak ties
236,Relationship_3:Laptop_Q7_feat5,45.051282051282044,Relationship_3,Laptop_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,weak ties
352,Relationship_2:Laptop_Q11_feat1,45.051282051282044,Relationship_2,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,strong ties
563,location_2:Laptop_Q9_feat3,45.051282051282044,location_2,Laptop_Q9_feat3,How does your Laptop help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
134,Relationship_1:Laptop_Q7_feat1,45.051282051282044,Relationship_1,Laptop_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,It enables me to define who has access to my information,Scenario relation,alone
340,Relationship_2:Laptop_Q3_feat3,45.051282051282044,Relationship_2,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,strong ties
449,location_3:Laptop_Q10_feat3,42.9059829059829,location_3,Laptop_Q10_feat3,How does Laptop provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Public (park, street etc)"
342,Relationship_2:Laptop_Q1_feat2,42.9059829059829,Relationship_2,Laptop_Q1_feat2,Which of the following type of interactions do you use while executing a command on Laptop,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,strong ties
23,location_1:Laptop_Q8_feat2,42.9059829059829,location_1,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,Home
560,location_2:Laptop_Q11_feat2,42.9059829059829,location_2,Laptop_Q11_feat2,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
564,location_2:Laptop_Q3_feat3,42.9059829059829,location_2,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
123,Relationship_1:Laptop_Q4_feat3,40.760683760683754,Relationship_1,Laptop_Q4_feat3,Which aspects of mobility does Laptop  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,alone
24,location_1:Laptop_Q10_feat2,40.760683760683754,location_1,Laptop_Q10_feat2,How does Laptop provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,Home
129,Relationship_1:Laptop_Q6_feat1,40.760683760683754,Relationship_1,Laptop_Q6_feat1,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,alone
464,location_3:Laptop_Q11_feat1,40.760683760683754,location_3,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Public (park, street etc)"
345,Relationship_2:Laptop_Q2_feat1,40.760683760683754,Relationship_2,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario relation,strong ties
22,location_1:Laptop_Q7_feat1,40.760683760683754,location_1,Laptop_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,It enables me to define who has access to my information,Scenario location,Home
135,Relationship_1:Laptop_Q8_feat2,40.760683760683754,Relationship_1,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,alone
230,Relationship_3:Laptop_Q1_feat2,40.760683760683754,Relationship_3,Laptop_Q1_feat2,Which of the following type of interactions do you use while executing a command on Laptop,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,weak ties
574,location_2:Laptop_Q12_feat1,40.760683760683754,location_2,Laptop_Q12_feat1,Which of these maintenance features in Laptop affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
565,location_2:Laptop_Q8_feat5,40.760683760683754,location_2,Laptop_Q8_feat5,What level of personalized communication does your Laptop provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
239,Relationship_3:Laptop_Q3_feat1,40.760683760683754,Relationship_3,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,weak ties
232,Relationship_3:Laptop_Q1_feat4,40.760683760683754,Relationship_3,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario relation,weak ties
452,location_3:Laptop_Q3_feat3,38.615384615384606,location_3,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Public (park, street etc)"
458,location_3:Laptop_Q9_feat2,38.615384615384606,location_3,Laptop_Q9_feat2,How does your Laptophelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Public (park, street etc)"
341,Relationship_2:Laptop_Q8_feat5,38.615384615384606,Relationship_2,Laptop_Q8_feat5,What level of personalized communication does your Laptop provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
241,Relationship_3:Laptop_Q6_feat1,38.615384615384606,Relationship_3,Laptop_Q6_feat1,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,weak ties
231,Relationship_3:Laptop_Q3_feat2,38.615384615384606,Relationship_3,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,weak ties
576,location_2:Laptop_Q11_feat1,38.615384615384606,location_2,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
350,Relationship_2:Laptop_Q12_feat1,38.615384615384606,Relationship_2,Laptop_Q12_feat1,Which of these maintenance features in Laptop affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
240,Relationship_3:Laptop_Q11_feat1,36.470085470085465,Relationship_3,Laptop_Q11_feat1,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,weak ties
237,Relationship_3:Laptop_Q4_feat1,36.470085470085465,Relationship_3,Laptop_Q4_feat1,Which aspects of mobility does Laptop  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,weak ties
343,Relationship_2:Laptop_Q3_feat2,36.470085470085465,Relationship_2,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,strong ties
25,location_1:Laptop_Q2_feat5,36.470085470085465,location_1,Laptop_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,Home
451,location_3:Laptop_Q9_feat3,36.470085470085465,location_3,Laptop_Q9_feat3,How does your Laptop help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
347,Relationship_2:Laptop_Q4_feat3,36.470085470085465,Relationship_2,Laptop_Q4_feat3,Which aspects of mobility does Laptop  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,strong ties
567,location_2:Laptop_Q3_feat2,36.470085470085465,location_2,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
456,location_3:Laptop_Q1_feat4,36.470085470085465,location_3,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario location,"Public (park, street etc)"
461,location_3:Laptop_Q4_feat1,36.470085470085465,location_3,Laptop_Q4_feat1,Which aspects of mobility does Laptop  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Public (park, street etc)"
571,location_2:Laptop_Q4_feat3,36.470085470085465,location_2,Laptop_Q4_feat3,Which aspects of mobility does Laptop  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,"Semi private places (resturants, coffee shop etc)"
566,location_2:Laptop_Q1_feat2,34.32478632478632,location_2,Laptop_Q1_feat2,Which of the following type of interactions do you use while executing a command on Laptop,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
26,location_1:Laptop_Q6_feat3,34.32478632478632,location_1,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,Home
462,location_3:Laptop_Q12_feat1,34.32478632478632,location_3,Laptop_Q12_feat1,Which of these maintenance features in Laptop affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
245,Relationship_3:Laptop_Q12_feat5,34.32478632478632,Relationship_3,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,weak ties
248,Relationship_3:Laptop_Q10_feat2,34.32478632478632,Relationship_3,Laptop_Q10_feat2,How does Laptop provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,weak ties
467,location_3:Laptop_Q13_feat2,34.32478632478632,location_3,Laptop_Q13_feat2,Which of the additional artifacts do you connect/download on your Laptop,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Public (park, street etc)"
27,location_1:Laptop_Q7_feat2,34.32478632478632,location_1,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,Home
575,location_2:Laptop_Q3_feat1,34.32478632478632,location_2,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
569,location_2:Laptop_Q2_feat1,34.32478632478632,location_2,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario location,"Semi private places (resturants, coffee shop etc)"
138,Relationship_1:Laptop_Q6_feat3,34.32478632478632,Relationship_1,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,alone
235,Relationship_3:Laptop_Q4_feat3,34.32478632478632,Relationship_3,Laptop_Q4_feat3,Which aspects of mobility does Laptop  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,weak ties
139,Relationship_1:Laptop_Q7_feat2,34.32478632478632,Relationship_1,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,alone
454,location_3:Laptop_Q1_feat2,34.32478632478632,location_3,Laptop_Q1_feat2,Which of the following type of interactions do you use while executing a command on Laptop,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Public (park, street etc)"
457,location_3:Laptop_Q2_feat1,34.32478632478632,location_3,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario location,"Public (park, street etc)"
124,Relationship_1:Laptop_Q7_feat5,32.17948717948717,Relationship_1,Laptop_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,alone
568,location_2:Laptop_Q1_feat4,32.17948717948717,location_2,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
140,Relationship_1:Laptop_Q7_feat3,32.17948717948717,Relationship_1,Laptop_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,I enables me to control how it executes this task  ,Scenario relation,alone
132,Relationship_1:Laptop_Q13_feat4,32.17948717948717,Relationship_1,Laptop_Q13_feat4,Which of the additional artifacts do you connect/download on your Laptop,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,alone
244,Relationship_3:Laptop_Q13_feat4,32.17948717948717,Relationship_3,Laptop_Q13_feat4,Which of the additional artifacts do you connect/download on your Laptop,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,weak ties
136,Relationship_1:Laptop_Q10_feat2,32.17948717948717,Relationship_1,Laptop_Q10_feat2,How does Laptop provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,alone
348,Relationship_2:Laptop_Q7_feat5,32.17948717948717,Relationship_2,Laptop_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,strong ties
243,Relationship_3:Laptop_Q13_feat2,32.17948717948717,Relationship_3,Laptop_Q13_feat2,Which of the additional artifacts do you connect/download on your Laptop,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,weak ties
234,Relationship_3:Laptop_Q9_feat2,32.17948717948717,Relationship_3,Laptop_Q9_feat2,How does your Laptophelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,weak ties
355,Relationship_2:Laptop_Q13_feat2,32.17948717948717,Relationship_2,Laptop_Q13_feat2,Which of the additional artifacts do you connect/download on your Laptop,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,strong ties
463,location_3:Laptop_Q3_feat1,30.034188034188038,location_3,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Public (park, street etc)"
346,Relationship_2:Laptop_Q9_feat2,30.034188034188038,Relationship_2,Laptop_Q9_feat2,How does your Laptophelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,strong ties
455,location_3:Laptop_Q3_feat2,30.034188034188038,location_3,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Public (park, street etc)"
133,Relationship_1:Laptop_Q12_feat5,30.034188034188038,Relationship_1,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,alone
365,Relationship_2:Laptop_Q9_feat1,30.034188034188038,Relationship_2,Laptop_Q9_feat1,How does your Laptop help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,strong ties
477,location_3:Laptop_Q9_feat1,30.034188034188038,location_3,Laptop_Q9_feat1,How does your Laptop help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,"Public (park, street etc)"
