,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
224,Relationship_2:Tablet_Q5_feat1,62.13740458015268,Relationship_2,Tablet_Q5_feat1,What level of accuracy does your Tablet provide when executing the task?,It executes the task without any errors   ,Scenario relation,strong ties
7,location_1:Tablet_Q13_feat4,60.45801526717556,location_1,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,Home
227,Relationship_2:Tablet_Q11_feat2,58.778625954198475,Relationship_2,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,strong ties
116,Relationship_1:Tablet_Q9_feat3,58.778625954198475,Relationship_1,Tablet_Q9_feat3,How does your Tablet help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,alone
113,Relationship_1:Tablet_Q1_feat2,58.778625954198475,Relationship_1,Tablet_Q1_feat2,Which of the following type of interactions do you use while executing a command on Tablet,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,alone
226,Relationship_2:Tablet_Q10_feat3,57.09923664122138,Relationship_2,Tablet_Q10_feat3,How does Tablet provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,strong ties
338,Relationship_3:Tablet_Q10_feat3,55.41984732824429,Relationship_3,Tablet_Q10_feat3,How does Tablet provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,weak ties
336,Relationship_3:Tablet_Q5_feat1,55.41984732824429,Relationship_3,Tablet_Q5_feat1,What level of accuracy does your Tablet provide when executing the task?,It executes the task without any errors   ,Scenario relation,weak ties
448,location_2:Tablet_Q5_feat1,53.74045801526718,location_2,Tablet_Q5_feat1,What level of accuracy does your Tablet provide when executing the task?,It executes the task without any errors   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
339,Relationship_3:Tablet_Q11_feat2,52.061068702290065,Relationship_3,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,weak ties
230,Relationship_2:Tablet_Q4_feat1,52.061068702290065,Relationship_2,Tablet_Q4_feat1,Which aspects of mobility does Tablet  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,strong ties
337,Relationship_3:Tablet_Q1_feat2,52.061068702290065,Relationship_3,Tablet_Q1_feat2,Which of the following type of interactions do you use while executing a command on Tablet,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,weak ties
9,location_1:Tablet_Q8_feat5,52.061068702290065,location_1,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,Home
451,location_2:Tablet_Q11_feat2,52.061068702290065,location_2,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
228,Relationship_2:Tablet_Q9_feat3,52.061068702290065,Relationship_2,Tablet_Q9_feat3,How does your Tablet help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,strong ties
8,location_1:Tablet_Q3_feat2,52.061068702290065,location_1,Tablet_Q3_feat2,Which  aspects of Tablet makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,Home
450,location_2:Tablet_Q10_feat3,50.38167938931297,location_2,Tablet_Q10_feat3,How does Tablet provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
10,location_1:Tablet_Q11_feat1,50.38167938931297,location_1,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,Home
342,Relationship_3:Tablet_Q4_feat1,48.702290076335885,Relationship_3,Tablet_Q4_feat1,Which aspects of mobility does Tablet  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,weak ties
449,location_2:Tablet_Q1_feat2,48.702290076335885,location_2,Tablet_Q1_feat2,Which of the following type of interactions do you use while executing a command on Tablet,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
233,Relationship_2:Tablet_Q8_feat5,48.702290076335885,Relationship_2,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
340,Relationship_3:Tablet_Q9_feat3,48.702290076335885,Relationship_3,Tablet_Q9_feat3,How does your Tablet help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,weak ties
11,location_1:Tablet_Q12_feat5,48.702290076335885,location_1,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,Home
562,location_3:Tablet_Q10_feat3,48.702290076335885,location_3,Tablet_Q10_feat3,How does Tablet provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Public (park, street etc)"
12,location_1:Tablet_Q7_feat5,48.702290076335885,location_1,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,Home
117,Relationship_1:Tablet_Q3_feat3,47.022900763358784,Relationship_1,Tablet_Q3_feat3,Which  aspects of Tablet makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,alone
560,location_3:Tablet_Q5_feat1,47.022900763358784,location_3,Tablet_Q5_feat1,What level of accuracy does your Tablet provide when executing the task?,It executes the task without any errors   ,Scenario location,"Public (park, street etc)"
118,Relationship_1:Tablet_Q4_feat1,47.022900763358784,Relationship_1,Tablet_Q4_feat1,Which aspects of mobility does Tablet  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,alone
341,Relationship_3:Tablet_Q3_feat3,47.022900763358784,Relationship_3,Tablet_Q3_feat3,Which  aspects of Tablet makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,weak ties
121,Relationship_1:Tablet_Q8_feat5,45.343511450381676,Relationship_1,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,alone
229,Relationship_2:Tablet_Q3_feat3,43.664122137404576,Relationship_2,Tablet_Q3_feat3,Which  aspects of Tablet makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,strong ties
452,location_2:Tablet_Q9_feat3,43.664122137404576,location_2,Tablet_Q9_feat3,How does your Tablet help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
563,location_3:Tablet_Q11_feat2,43.664122137404576,location_3,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Public (park, street etc)"
13,location_1:Tablet_Q2_feat1,43.664122137404576,location_1,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario location,Home
454,location_2:Tablet_Q4_feat1,43.664122137404576,location_2,Tablet_Q4_feat1,Which aspects of mobility does Tablet  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
236,Relationship_2:Tablet_Q7_feat5,41.984732824427475,Relationship_2,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,strong ties
119,Relationship_1:Tablet_Q13_feat4,41.984732824427475,Relationship_1,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,alone
124,Relationship_1:Tablet_Q7_feat5,41.984732824427475,Relationship_1,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,alone
122,Relationship_1:Tablet_Q11_feat1,41.984732824427475,Relationship_1,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,alone
14,location_1:Tablet_Q6_feat1,41.984732824427475,location_1,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,Home
457,location_2:Tablet_Q8_feat5,41.984732824427475,location_2,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
564,location_3:Tablet_Q9_feat3,41.984732824427475,location_3,Tablet_Q9_feat3,How does your Tablet help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
453,location_2:Tablet_Q3_feat3,40.30534351145037,location_2,Tablet_Q3_feat3,Which  aspects of Tablet makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
561,location_3:Tablet_Q1_feat2,40.30534351145037,location_3,Tablet_Q1_feat2,Which of the following type of interactions do you use while executing a command on Tablet,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Public (park, street etc)"
566,location_3:Tablet_Q4_feat1,40.30534351145037,location_3,Tablet_Q4_feat1,Which aspects of mobility does Tablet  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Public (park, street etc)"
125,Relationship_1:Tablet_Q2_feat1,38.625954198473295,Relationship_1,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario relation,alone
232,Relationship_2:Tablet_Q3_feat2,38.625954198473295,Relationship_2,Tablet_Q3_feat2,Which  aspects of Tablet makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,strong ties
16,location_1:Tablet_Q1_feat3,36.94656488549619,location_1,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  ,Scenario location,Home
237,Relationship_2:Tablet_Q2_feat1,36.94656488549619,Relationship_2,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario relation,strong ties
353,Relationship_3:Tablet_Q10_feat2,36.94656488549619,Relationship_3,Tablet_Q10_feat2,How does Tablet provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,weak ties
458,location_2:Tablet_Q11_feat1,36.94656488549619,location_2,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
460,location_2:Tablet_Q7_feat5,36.94656488549619,location_2,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,"Semi private places (resturants, coffee shop etc)"
347,Relationship_3:Tablet_Q12_feat5,36.94656488549619,Relationship_3,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,weak ties
127,Relationship_1:Tablet_Q3_feat1,36.94656488549619,Relationship_1,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
15,location_1:Tablet_Q3_feat1,36.94656488549619,location_1,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,Home
18,location_1:Tablet_Q8_feat2,35.26717557251908,location_1,Tablet_Q8_feat2,What level of personalized communication does your Tablet provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,Home
348,Relationship_3:Tablet_Q7_feat5,35.26717557251908,Relationship_3,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,weak ties
344,Relationship_3:Tablet_Q3_feat2,35.26717557251908,Relationship_3,Tablet_Q3_feat2,Which  aspects of Tablet makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,weak ties
120,Relationship_1:Tablet_Q3_feat2,33.587786259541986,Relationship_1,Tablet_Q3_feat2,Which  aspects of Tablet makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,alone
19,location_1:Tablet_Q9_feat2,33.587786259541986,location_1,Tablet_Q9_feat2,How does your Tablethelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,Home
123,Relationship_1:Tablet_Q12_feat5,33.587786259541986,Relationship_1,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,alone
126,Relationship_1:Tablet_Q6_feat1,33.587786259541986,Relationship_1,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,alone
343,Relationship_3:Tablet_Q13_feat4,33.587786259541986,Relationship_3,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,weak ties
456,location_2:Tablet_Q3_feat2,33.587786259541986,location_2,Tablet_Q3_feat2,Which  aspects of Tablet makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
461,location_2:Tablet_Q2_feat1,33.587786259541986,location_2,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario location,"Semi private places (resturants, coffee shop etc)"
569,location_3:Tablet_Q8_feat5,33.587786259541986,location_3,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
572,location_3:Tablet_Q7_feat5,33.587786259541986,location_3,Tablet_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,"Public (park, street etc)"
17,location_1:Tablet_Q10_feat2,33.587786259541986,location_1,Tablet_Q10_feat2,How does Tablet provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,Home
345,Relationship_3:Tablet_Q8_feat5,33.587786259541986,Relationship_3,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,weak ties
346,Relationship_3:Tablet_Q11_feat1,31.90839694656489,Relationship_3,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,weak ties
459,location_2:Tablet_Q12_feat5,31.90839694656489,location_2,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
21,location_1:Tablet_Q2_feat5,31.90839694656489,location_1,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,Home
349,Relationship_3:Tablet_Q2_feat1,31.90839694656489,Relationship_3,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario relation,weak ties
465,location_2:Tablet_Q10_feat2,31.90839694656489,location_2,Tablet_Q10_feat2,How does Tablet provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Semi private places (resturants, coffee shop etc)"
565,location_3:Tablet_Q3_feat3,31.90839694656489,location_3,Tablet_Q3_feat3,Which  aspects of Tablet makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Public (park, street etc)"
22,location_1:Tablet_Q9_feat1,31.90839694656489,location_1,Tablet_Q9_feat1,How does your Tablet help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,Home
128,Relationship_1:Tablet_Q1_feat3,31.90839694656489,Relationship_1,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  ,Scenario relation,alone
235,Relationship_2:Tablet_Q12_feat5,31.90839694656489,Relationship_2,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,strong ties
132,Relationship_1:Tablet_Q12_feat1,31.90839694656489,Relationship_1,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,alone
231,Relationship_2:Tablet_Q13_feat4,31.90839694656489,Relationship_2,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,strong ties
471,location_2:Tablet_Q13_feat1,30.22900763358778,location_2,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
234,Relationship_2:Tablet_Q11_feat1,30.22900763358778,Relationship_2,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,strong ties
573,location_3:Tablet_Q2_feat1,30.22900763358778,location_3,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input,Scenario location,"Public (park, street etc)"
134,Relationship_1:Tablet_Q9_feat1,30.22900763358778,Relationship_1,Tablet_Q9_feat1,How does your Tablet help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,alone
244,Relationship_2:Tablet_Q12_feat1,30.22900763358778,Relationship_2,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
130,Relationship_1:Tablet_Q8_feat2,28.54961832061069,Relationship_1,Tablet_Q8_feat2,What level of personalized communication does your Tablet provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,alone
248,Relationship_2:Tablet_Q13_feat2,28.54961832061069,Relationship_2,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,strong ties
131,Relationship_1:Tablet_Q9_feat2,28.54961832061069,Relationship_1,Tablet_Q9_feat2,How does your Tablethelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,alone
26,location_1:Tablet_Q7_feat3,28.54961832061069,location_1,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  ,Scenario location,Home
20,location_1:Tablet_Q12_feat1,28.54961832061069,location_1,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,Home
137,Relationship_1:Tablet_Q4_feat3,28.54961832061069,Relationship_1,Tablet_Q4_feat3,Which aspects of mobility does Tablet  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,alone
238,Relationship_2:Tablet_Q6_feat1,28.54961832061069,Relationship_2,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,strong ties
247,Relationship_2:Tablet_Q13_feat1,26.87022900763359,Relationship_2,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,strong ties
25,location_1:Tablet_Q4_feat3,26.87022900763359,location_1,Tablet_Q4_feat3,Which aspects of mobility does Tablet  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,Home
135,Relationship_1:Tablet_Q13_feat1,26.87022900763359,Relationship_1,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,alone
133,Relationship_1:Tablet_Q2_feat5,26.87022900763359,Relationship_1,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,alone
29,location_1:Tablet_Q12_feat3,26.87022900763359,location_1,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,Home
575,location_3:Tablet_Q3_feat1,26.87022900763359,location_3,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Public (park, street etc)"
468,location_2:Tablet_Q12_feat1,26.87022900763359,location_2,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
580,location_3:Tablet_Q12_feat1,26.87022900763359,location_3,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
28,location_1:Tablet_Q7_feat1,26.87022900763359,location_1,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information,Scenario location,Home
27,location_1:Tablet_Q6_feat4,26.87022900763359,location_1,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,Home
358,Relationship_3:Tablet_Q9_feat1,25.190839694656486,Relationship_3,Tablet_Q9_feat1,How does your Tablet help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,weak ties
129,Relationship_1:Tablet_Q10_feat2,25.190839694656486,Relationship_1,Tablet_Q10_feat2,How does Tablet provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,alone
23,location_1:Tablet_Q13_feat1,25.190839694656486,location_1,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,Home
467,location_2:Tablet_Q9_feat2,25.190839694656486,location_2,Tablet_Q9_feat2,How does your Tablethelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Semi private places (resturants, coffee shop etc)"
142,Relationship_1:Tablet_Q1_feat5,25.190839694656486,Relationship_1,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,alone
31,location_1:Tablet_Q7_feat2,25.190839694656486,location_1,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,Home
352,Relationship_3:Tablet_Q1_feat3,25.190839694656486,Relationship_3,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  ,Scenario relation,weak ties
351,Relationship_3:Tablet_Q3_feat1,25.190839694656486,Relationship_3,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,weak ties
30,location_1:Tablet_Q1_feat5,25.190839694656486,location_1,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,Home
144,Relationship_1:Tablet_Q6_feat3,25.190839694656486,Relationship_1,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,alone
