,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
338,Relationship_2:Smart_Phone_Q5_feat1,40.95378151260505,Relationship_2,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   ,Scenario relation,strong ties
337,Relationship_2:Smart_Phone_Q1_feat2,40.95378151260505,Relationship_2,Smart_Phone_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Phone,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,strong ties
4,location_3:Smart_Phone_Q12_feat1,40.23529411764706,location_3,Smart_Phone_Q12_feat1,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
115,Relationship_1:Smart_Phone_Q11_feat2,40.23529411764706,Relationship_1,Smart_Phone_Q11_feat2,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,alone
5,location_3:Smart_Phone_Q10_feat3,39.51680672268908,location_3,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Public (park, street etc)"
227,location_2:Smart_Phone_Q11_feat2,39.51680672268908,location_2,Smart_Phone_Q11_feat2,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
114,Relationship_1:Smart_Phone_Q5_feat1,39.51680672268908,Relationship_1,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   ,Scenario relation,alone
448,Relationship_3:Smart_Phone_Q4_feat1,39.51680672268908,Relationship_3,Smart_Phone_Q4_feat1,Which aspects of mobility does Smart_Phone  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,weak ties
449,Relationship_3:Smart_Phone_Q1_feat2,38.79831932773109,Relationship_3,Smart_Phone_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Phone,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,weak ties
339,Relationship_2:Smart_Phone_Q11_feat2,38.07983193277311,Relationship_2,Smart_Phone_Q11_feat2,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,strong ties
229,location_2:Smart_Phone_Q10_feat3,36.64285714285714,location_2,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
450,Relationship_3:Smart_Phone_Q5_feat1,36.64285714285714,Relationship_3,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   ,Scenario relation,weak ties
117,Relationship_1:Smart_Phone_Q10_feat3,35.924369747899156,Relationship_1,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,alone
451,Relationship_3:Smart_Phone_Q11_feat2,34.487394957983184,Relationship_3,Smart_Phone_Q11_feat2,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,weak ties
230,location_2:Smart_Phone_Q9_feat3,33.76890756302521,location_2,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
341,Relationship_2:Smart_Phone_Q10_feat3,33.76890756302521,Relationship_2,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,strong ties
7,location_3:Smart_Phone_Q3_feat1,33.76890756302521,location_3,Smart_Phone_Q3_feat1,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Public (park, street etc)"
8,location_3:Smart_Phone_Q3_feat3,33.050420168067234,location_3,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Public (park, street etc)"
6,location_3:Smart_Phone_Q9_feat3,33.050420168067234,location_3,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
561,location_1:Smart_Phone_Q1_feat2,32.331932773109244,location_1,Smart_Phone_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Phone,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,Home
118,Relationship_1:Smart_Phone_Q9_feat3,31.61344537815126,Relationship_1,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,alone
9,location_3:Smart_Phone_Q2_feat1,31.61344537815126,location_3,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario location,"Public (park, street etc)"
232,location_2:Smart_Phone_Q3_feat3,30.89495798319327,location_2,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
340,Relationship_2:Smart_Phone_Q12_feat1,30.176470588235286,Relationship_2,Smart_Phone_Q12_feat1,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
116,Relationship_1:Smart_Phone_Q12_feat1,30.176470588235286,Relationship_1,Smart_Phone_Q12_feat1,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,alone
11,location_3:Smart_Phone_Q11_feat1,29.457983193277315,location_3,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Public (park, street etc)"
10,location_3:Smart_Phone_Q8_feat2,29.457983193277315,location_3,Smart_Phone_Q8_feat2,What level of personalized communication does your Smart_Phone provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Public (park, street etc)"
562,location_1:Smart_Phone_Q5_feat1,29.457983193277315,location_1,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   ,Scenario location,Home
560,location_1:Smart_Phone_Q4_feat1,29.457983193277315,location_1,Smart_Phone_Q4_feat1,Which aspects of mobility does Smart_Phone  provide as you perform this task?,I can move around while performing the task   ,Scenario location,Home
453,Relationship_3:Smart_Phone_Q10_feat3,29.457983193277315,Relationship_3,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,weak ties
12,location_3:Smart_Phone_Q13_feat2,28.73949579831933,location_3,Smart_Phone_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Phone,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Public (park, street etc)"
454,Relationship_3:Smart_Phone_Q9_feat3,28.73949579831933,Relationship_3,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,weak ties
13,location_3:Smart_Phone_Q3_feat2,28.73949579831933,location_3,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Public (park, street etc)"
344,Relationship_2:Smart_Phone_Q3_feat3,28.73949579831933,Relationship_2,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,strong ties
347,Relationship_2:Smart_Phone_Q11_feat1,28.73949579831933,Relationship_2,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,strong ties
343,Relationship_2:Smart_Phone_Q3_feat1,28.021008403361343,Relationship_2,Smart_Phone_Q3_feat1,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,strong ties
563,location_1:Smart_Phone_Q11_feat2,28.021008403361343,location_1,Smart_Phone_Q11_feat2,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,Home
121,Relationship_1:Smart_Phone_Q2_feat1,28.021008403361343,Relationship_1,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario relation,alone
120,Relationship_1:Smart_Phone_Q3_feat3,28.021008403361343,Relationship_1,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,alone
233,location_2:Smart_Phone_Q2_feat1,27.302521008403357,location_2,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario location,"Semi private places (resturants, coffee shop etc)"
14,location_3:Smart_Phone_Q13_feat1,26.584033613445374,location_3,Smart_Phone_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Phone to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Public (park, street etc)"
237,location_2:Smart_Phone_Q3_feat2,26.584033613445374,location_2,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
342,Relationship_2:Smart_Phone_Q9_feat3,26.584033613445374,Relationship_2,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,strong ties
228,location_2:Smart_Phone_Q12_feat1,25.865546218487392,location_2,Smart_Phone_Q12_feat1,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
119,Relationship_1:Smart_Phone_Q3_feat1,25.865546218487392,Relationship_1,Smart_Phone_Q3_feat1,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
235,location_2:Smart_Phone_Q11_feat1,25.865546218487392,location_2,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
349,Relationship_2:Smart_Phone_Q3_feat2,25.865546218487392,Relationship_2,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,strong ties
456,Relationship_3:Smart_Phone_Q3_feat3,25.865546218487392,Relationship_3,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,weak ties
15,location_3:Smart_Phone_Q1_feat1,25.14705882352941,location_3,Smart_Phone_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Phone,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
345,Relationship_2:Smart_Phone_Q2_feat1,25.14705882352941,Relationship_2,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario relation,strong ties
244,location_2:Smart_Phone_Q8_feat5,24.42857142857143,location_2,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
243,location_2:Smart_Phone_Q1_feat5,24.42857142857143,location_2,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
348,Relationship_2:Smart_Phone_Q13_feat2,24.42857142857143,Relationship_2,Smart_Phone_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Phone,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,strong ties
17,location_3:Smart_Phone_Q7_feat3,24.42857142857143,location_3,Smart_Phone_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,I enables me to control how it executes this task  ,Scenario location,"Public (park, street etc)"
18,location_3:Smart_Phone_Q6_feat1,24.42857142857143,location_3,Smart_Phone_Q6_feat1,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Public (park, street etc)"
452,Relationship_3:Smart_Phone_Q12_feat1,24.42857142857143,Relationship_3,Smart_Phone_Q12_feat1,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,weak ties
125,Relationship_1:Smart_Phone_Q3_feat2,24.42857142857143,Relationship_1,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,alone
16,location_3:Smart_Phone_Q10_feat2,24.42857142857143,location_3,Smart_Phone_Q10_feat2,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Public (park, street etc)"
231,location_2:Smart_Phone_Q3_feat1,23.710084033613445,location_2,Smart_Phone_Q3_feat1,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
455,Relationship_3:Smart_Phone_Q3_feat1,23.710084033613445,Relationship_3,Smart_Phone_Q3_feat1,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,weak ties
350,Relationship_2:Smart_Phone_Q13_feat1,23.710084033613445,Relationship_2,Smart_Phone_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Phone to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,strong ties
458,Relationship_3:Smart_Phone_Q8_feat2,22.991596638655462,Relationship_3,Smart_Phone_Q8_feat2,What level of personalized communication does your Smart_Phone provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,weak ties
21,location_3:Smart_Phone_Q7_feat1,22.991596638655462,location_3,Smart_Phone_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,It enables me to define who has access to my information,Scenario location,"Public (park, street etc)"
356,Relationship_2:Smart_Phone_Q8_feat5,22.991596638655462,Relationship_2,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
355,Relationship_2:Smart_Phone_Q1_feat5,22.991596638655462,Relationship_2,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,strong ties
242,location_2:Smart_Phone_Q6_feat1,22.991596638655462,location_2,Smart_Phone_Q6_feat1,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Semi private places (resturants, coffee shop etc)"
565,location_1:Smart_Phone_Q10_feat3,22.991596638655462,location_1,Smart_Phone_Q10_feat3,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,Home
238,location_2:Smart_Phone_Q13_feat1,22.991596638655462,location_2,Smart_Phone_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Phone to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
461,Relationship_3:Smart_Phone_Q3_feat2,22.991596638655462,Relationship_3,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,weak ties
236,location_2:Smart_Phone_Q13_feat2,22.991596638655462,location_2,Smart_Phone_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Phone,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
19,location_3:Smart_Phone_Q1_feat5,22.991596638655462,location_3,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Public (park, street etc)"
470,Relationship_3:Smart_Phone_Q7_feat5,22.273109243697476,Relationship_3,Smart_Phone_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,weak ties
130,Relationship_1:Smart_Phone_Q6_feat1,22.273109243697476,Relationship_1,Smart_Phone_Q6_feat1,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,alone
123,Relationship_1:Smart_Phone_Q11_feat1,22.273109243697476,Relationship_1,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,alone
122,Relationship_1:Smart_Phone_Q8_feat2,22.273109243697476,Relationship_1,Smart_Phone_Q8_feat2,What level of personalized communication does your Smart_Phone provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,alone
132,Relationship_1:Smart_Phone_Q8_feat5,22.273109243697476,Relationship_1,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,alone
124,Relationship_1:Smart_Phone_Q13_feat2,21.55462184873949,Relationship_1,Smart_Phone_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Phone,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,alone
580,location_1:Smart_Phone_Q8_feat5,21.55462184873949,location_1,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,Home
585,location_1:Smart_Phone_Q2_feat5,21.55462184873949,location_1,Smart_Phone_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,Home
23,location_3:Smart_Phone_Q10_feat1,21.55462184873949,location_3,Smart_Phone_Q10_feat1,How does Smart_Phone provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Public (park, street etc)"
24,location_3:Smart_Phone_Q13_feat4,21.55462184873949,location_3,Smart_Phone_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Phone,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
354,Relationship_2:Smart_Phone_Q6_feat1,21.55462184873949,Relationship_2,Smart_Phone_Q6_feat1,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,strong ties
25,location_3:Smart_Phone_Q2_feat5,21.55462184873949,location_3,Smart_Phone_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
472,Relationship_3:Smart_Phone_Q13_feat4,21.55462184873949,Relationship_3,Smart_Phone_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Phone,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,weak ties
240,location_2:Smart_Phone_Q10_feat2,21.55462184873949,location_2,Smart_Phone_Q10_feat2,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Semi private places (resturants, coffee shop etc)"
586,location_1:Q4_feat3,20.941774157829002,location_1,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario location,Home
133,Relationship_1:Smart_Phone_Q7_feat1,20.836134453781508,Relationship_1,Smart_Phone_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,It enables me to define who has access to my information,Scenario relation,alone
22,location_3:Smart_Phone_Q7_feat5,20.836134453781508,location_3,Smart_Phone_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,"Public (park, street etc)"
126,Relationship_1:Smart_Phone_Q13_feat1,20.836134453781508,Relationship_1,Smart_Phone_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Phone to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,alone
473,Relationship_3:Smart_Phone_Q2_feat5,20.836134453781508,Relationship_3,Smart_Phone_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,weak ties
352,Relationship_2:Smart_Phone_Q10_feat2,20.836134453781508,Relationship_2,Smart_Phone_Q10_feat2,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,strong ties
468,Relationship_3:Smart_Phone_Q8_feat5,20.836134453781508,Relationship_3,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,weak ties
245,location_2:Smart_Phone_Q7_feat1,20.836134453781508,location_2,Smart_Phone_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,It enables me to define who has access to my information,Scenario location,"Semi private places (resturants, coffee shop etc)"
584,location_1:Smart_Phone_Q13_feat4,20.836134453781508,location_1,Smart_Phone_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Phone,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,Home
247,location_2:Smart_Phone_Q10_feat1,20.836134453781508,location_2,Smart_Phone_Q10_feat1,How does Smart_Phone provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
459,Relationship_3:Smart_Phone_Q11_feat1,20.836134453781508,Relationship_3,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,weak ties
457,Relationship_3:Smart_Phone_Q2_feat1,20.836134453781508,Relationship_3,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario relation,weak ties
234,location_2:Smart_Phone_Q8_feat2,20.836134453781508,location_2,Smart_Phone_Q8_feat2,What level of personalized communication does your Smart_Phone provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
27,location_3:Smart_Phone_Q9_feat2,20.836134453781508,location_3,Smart_Phone_Q9_feat2,How does your Smart_Phonehelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Public (park, street etc)"
566,location_1:Smart_Phone_Q9_feat3,20.11764705882353,location_1,Smart_Phone_Q9_feat3,How does your Smart_Phone help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,Home
128,Relationship_1:Smart_Phone_Q10_feat2,20.11764705882353,Relationship_1,Smart_Phone_Q10_feat2,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,alone
20,location_3:Smart_Phone_Q8_feat5,20.11764705882353,location_3,Smart_Phone_Q8_feat5,What level of personalized communication does your Smart_Phone provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
