,features,Importance,interaction_a,main_features,Question,Answer option
366,location_1:Desktop_Computer_Q1_feat1,0.0,location_1,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
367,location_2:Desktop_Computer_Q1_feat1,0.0,location_2,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
451,location_2:Desktop_Computer_Q3_feat6,0.0,location_2,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
452,location_3:Desktop_Computer_Q3_feat6,0.0,location_3,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
453,Relationship_1:Desktop_Computer_Q3_feat6,0.0,Relationship_1,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
454,Relationship_2:Desktop_Computer_Q3_feat6,0.0,Relationship_2,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
455,Relationship_3:Desktop_Computer_Q3_feat6,0.0,Relationship_3,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
456,location_1:Desktop_Computer_Q4_feat1,0.0,location_1,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
457,location_2:Desktop_Computer_Q4_feat1,0.0,location_2,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
458,location_3:Desktop_Computer_Q4_feat1,0.0,location_3,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
459,Relationship_1:Desktop_Computer_Q4_feat1,0.0,Relationship_1,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
460,Relationship_2:Desktop_Computer_Q4_feat1,0.0,Relationship_2,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
461,Relationship_3:Desktop_Computer_Q4_feat1,0.0,Relationship_3,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   
462,location_1:Desktop_Computer_Q4_feat3,0.0,location_1,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
463,location_2:Desktop_Computer_Q4_feat3,0.0,location_2,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
464,location_3:Desktop_Computer_Q4_feat3,0.0,location_3,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
465,Relationship_1:Desktop_Computer_Q4_feat3,0.0,Relationship_1,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
466,Relationship_2:Desktop_Computer_Q4_feat3,0.0,Relationship_2,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
467,Relationship_3:Desktop_Computer_Q4_feat3,0.0,Relationship_3,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
450,location_1:Desktop_Computer_Q3_feat6,0.0,location_1,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
449,Relationship_3:Desktop_Computer_Q3_feat4,0.0,Relationship_3,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
448,Relationship_2:Desktop_Computer_Q3_feat4,0.0,Relationship_2,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
438,location_1:Desktop_Computer_Q3_feat3,0.0,location_1,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
432,location_1:Desktop_Computer_Q3_feat2,0.0,location_1,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
433,location_2:Desktop_Computer_Q3_feat2,0.0,location_2,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
350,location_3:Q12_feat2,0.0,location_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
434,location_3:Desktop_Computer_Q3_feat2,0.0,location_3,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
435,Relationship_1:Desktop_Computer_Q3_feat2,0.0,Relationship_1,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
436,Relationship_2:Desktop_Computer_Q3_feat2,0.0,Relationship_2,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
437,Relationship_3:Desktop_Computer_Q3_feat2,0.0,Relationship_3,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
439,location_2:Desktop_Computer_Q3_feat3,0.0,location_2,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
447,Relationship_1:Desktop_Computer_Q3_feat4,0.0,Relationship_1,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
440,location_3:Desktop_Computer_Q3_feat3,0.0,location_3,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
441,Relationship_1:Desktop_Computer_Q3_feat3,0.0,Relationship_1,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
442,Relationship_2:Desktop_Computer_Q3_feat3,0.0,Relationship_2,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
443,Relationship_3:Desktop_Computer_Q3_feat3,0.0,Relationship_3,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
444,location_1:Desktop_Computer_Q3_feat4,0.0,location_1,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
445,location_2:Desktop_Computer_Q3_feat4,0.0,location_2,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
446,location_3:Desktop_Computer_Q3_feat4,0.0,location_3,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
468,location_1:Desktop_Computer_Q5_feat1,0.0,location_1,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
469,location_2:Desktop_Computer_Q5_feat1,0.0,location_2,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
470,location_3:Desktop_Computer_Q5_feat1,0.0,location_3,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
499,location_2:Desktop_Computer_Q6_feat1,0.0,location_2,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
492,location_1:Desktop_Computer_Q5_feat6,0.0,location_1,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
493,location_2:Desktop_Computer_Q5_feat6,0.0,location_2,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
494,location_3:Desktop_Computer_Q5_feat6,0.0,location_3,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
495,Relationship_1:Desktop_Computer_Q5_feat6,0.0,Relationship_1,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
496,Relationship_2:Desktop_Computer_Q5_feat6,0.0,Relationship_2,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
497,Relationship_3:Desktop_Computer_Q5_feat6,0.0,Relationship_3,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
498,location_1:Desktop_Computer_Q6_feat1,0.0,location_1,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
500,location_3:Desktop_Computer_Q6_feat1,0.0,location_3,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
490,Relationship_2:Desktop_Computer_Q5_feat4,0.0,Relationship_2,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
501,Relationship_1:Desktop_Computer_Q6_feat1,0.0,Relationship_1,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
502,Relationship_2:Desktop_Computer_Q6_feat1,0.0,Relationship_2,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
503,Relationship_3:Desktop_Computer_Q6_feat1,0.0,Relationship_3,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
504,location_1:Desktop_Computer_Q6_feat2,0.0,location_1,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
505,location_2:Desktop_Computer_Q6_feat2,0.0,location_2,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
506,location_3:Desktop_Computer_Q6_feat2,0.0,location_3,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
507,Relationship_1:Desktop_Computer_Q6_feat2,0.0,Relationship_1,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
491,Relationship_3:Desktop_Computer_Q5_feat4,0.0,Relationship_3,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
489,Relationship_1:Desktop_Computer_Q5_feat4,0.0,Relationship_1,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
471,Relationship_1:Desktop_Computer_Q5_feat1,0.0,Relationship_1,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
479,Relationship_3:Desktop_Computer_Q5_feat2,0.0,Relationship_3,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
472,Relationship_2:Desktop_Computer_Q5_feat1,0.0,Relationship_2,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
473,Relationship_3:Desktop_Computer_Q5_feat1,0.0,Relationship_3,Desktop_Computer_Q5_feat1,What level of accuracy does your Desktop_Computer provide when executing the task?,It executes the task without any errors   
474,location_1:Desktop_Computer_Q5_feat2,0.0,location_1,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
475,location_2:Desktop_Computer_Q5_feat2,0.0,location_2,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
476,location_3:Desktop_Computer_Q5_feat2,0.0,location_3,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
477,Relationship_1:Desktop_Computer_Q5_feat2,0.0,Relationship_1,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
478,Relationship_2:Desktop_Computer_Q5_feat2,0.0,Relationship_2,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
480,location_1:Desktop_Computer_Q5_feat3,0.0,location_1,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
488,location_3:Desktop_Computer_Q5_feat4,0.0,location_3,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
481,location_2:Desktop_Computer_Q5_feat3,0.0,location_2,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
482,location_3:Desktop_Computer_Q5_feat3,0.0,location_3,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
483,Relationship_1:Desktop_Computer_Q5_feat3,0.0,Relationship_1,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
484,Relationship_2:Desktop_Computer_Q5_feat3,0.0,Relationship_2,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
485,Relationship_3:Desktop_Computer_Q5_feat3,0.0,Relationship_3,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
486,location_1:Desktop_Computer_Q5_feat4,0.0,location_1,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
487,location_2:Desktop_Computer_Q5_feat4,0.0,location_2,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
431,Relationship_3:Desktop_Computer_Q3_feat1,0.0,Relationship_3,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
430,Relationship_2:Desktop_Computer_Q3_feat1,0.0,Relationship_2,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
429,Relationship_1:Desktop_Computer_Q3_feat1,0.0,Relationship_1,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
391,location_2:Desktop_Computer_Q1_feat5,0.0,location_2,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
385,location_2:Desktop_Computer_Q1_feat4,0.0,location_2,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
386,location_3:Desktop_Computer_Q1_feat4,0.0,location_3,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
362,location_3:Q12_feat5,0.0,location_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
387,Relationship_1:Desktop_Computer_Q1_feat4,0.0,Relationship_1,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
388,Relationship_2:Desktop_Computer_Q1_feat4,0.0,Relationship_2,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
389,Relationship_3:Desktop_Computer_Q1_feat4,0.0,Relationship_3,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
390,location_1:Desktop_Computer_Q1_feat5,0.0,location_1,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
361,location_2:Q12_feat5,0.0,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
383,Relationship_3:Desktop_Computer_Q1_feat3,0.0,Relationship_3,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  
392,location_3:Desktop_Computer_Q1_feat5,0.0,location_3,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
393,Relationship_1:Desktop_Computer_Q1_feat5,0.0,Relationship_1,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
394,Relationship_2:Desktop_Computer_Q1_feat5,0.0,Relationship_2,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
395,Relationship_3:Desktop_Computer_Q1_feat5,0.0,Relationship_3,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  
396,location_1:Desktop_Computer_Q1_feat7,0.0,location_1,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  
360,location_1:Q12_feat5,0.0,location_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
397,location_2:Desktop_Computer_Q1_feat7,0.0,location_2,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  
384,location_1:Desktop_Computer_Q1_feat4,0.0,location_1,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  
382,Relationship_2:Desktop_Computer_Q1_feat3,0.0,Relationship_2,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  
399,Relationship_1:Desktop_Computer_Q1_feat7,0.0,Relationship_1,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  
374,location_3:Desktop_Computer_Q1_feat2,0.0,location_3,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  "
368,location_3:Desktop_Computer_Q1_feat1,0.0,location_3,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
369,Relationship_1:Desktop_Computer_Q1_feat1,0.0,Relationship_1,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
370,Relationship_2:Desktop_Computer_Q1_feat1,0.0,Relationship_2,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
371,Relationship_3:Desktop_Computer_Q1_feat1,0.0,Relationship_3,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  
365,Relationship_3:Q12_feat5,0.0,Relationship_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
372,location_1:Desktop_Computer_Q1_feat2,0.0,location_1,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  "
373,location_2:Desktop_Computer_Q1_feat2,0.0,location_2,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  "
375,Relationship_1:Desktop_Computer_Q1_feat2,0.0,Relationship_1,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  "
363,Relationship_1:Q12_feat5,0.0,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
