,features,Importance,interaction_a,main_features,Question,Answer option
447,Relationship_1:Smart_Speaker_Q3_feat1,0.0,Relationship_1,Smart_Speaker_Q3_feat1,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
446,location_3:Smart_Speaker_Q3_feat1,0.0,location_3,Smart_Speaker_Q3_feat1,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
427,location_2:Smart_Speaker_Q2_feat2,0.0,location_2,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
428,location_3:Smart_Speaker_Q2_feat2,0.0,location_3,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
429,Relationship_1:Smart_Speaker_Q2_feat2,0.0,Relationship_1,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
430,Relationship_2:Smart_Speaker_Q2_feat2,0.0,Relationship_2,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
431,Relationship_3:Smart_Speaker_Q2_feat2,0.0,Relationship_3,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
432,location_1:Smart_Speaker_Q2_feat3,0.0,location_1,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
433,location_2:Smart_Speaker_Q2_feat3,0.0,location_2,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
434,location_3:Smart_Speaker_Q2_feat3,0.0,location_3,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
435,Relationship_1:Smart_Speaker_Q2_feat3,0.0,Relationship_1,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
436,Relationship_2:Smart_Speaker_Q2_feat3,0.0,Relationship_2,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
437,Relationship_3:Smart_Speaker_Q2_feat3,0.0,Relationship_3,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
438,location_1:Smart_Speaker_Q2_feat5,0.0,location_1,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
439,location_2:Smart_Speaker_Q2_feat5,0.0,location_2,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
440,location_3:Smart_Speaker_Q2_feat5,0.0,location_3,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
441,Relationship_1:Smart_Speaker_Q2_feat5,0.0,Relationship_1,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
442,Relationship_2:Smart_Speaker_Q2_feat5,0.0,Relationship_2,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
443,Relationship_3:Smart_Speaker_Q2_feat5,0.0,Relationship_3,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
444,location_1:Smart_Speaker_Q3_feat1,0.0,location_1,Smart_Speaker_Q3_feat1,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
464,location_3:Smart_Speaker_Q3_feat4,0.0,location_3,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
463,location_2:Smart_Speaker_Q3_feat4,0.0,location_2,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
468,location_1:Smart_Speaker_Q3_feat6,0.0,location_1,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
465,Relationship_1:Smart_Speaker_Q3_feat4,0.0,Relationship_1,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
496,Relationship_2:Smart_Speaker_Q5_feat2,0.0,Relationship_2,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
488,location_3:Smart_Speaker_Q5_feat1,0.0,location_3,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
489,Relationship_1:Smart_Speaker_Q5_feat1,0.0,Relationship_1,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
490,Relationship_2:Smart_Speaker_Q5_feat1,0.0,Relationship_2,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
491,Relationship_3:Smart_Speaker_Q5_feat1,0.0,Relationship_3,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
492,location_1:Smart_Speaker_Q5_feat2,0.0,location_1,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
493,location_2:Smart_Speaker_Q5_feat2,0.0,location_2,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
494,location_3:Smart_Speaker_Q5_feat2,0.0,location_3,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
495,Relationship_1:Smart_Speaker_Q5_feat2,0.0,Relationship_1,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
497,Relationship_3:Smart_Speaker_Q5_feat2,0.0,Relationship_3,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
466,Relationship_2:Smart_Speaker_Q3_feat4,0.0,Relationship_2,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
498,location_1:Smart_Speaker_Q5_feat4,0.0,location_1,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
499,location_2:Smart_Speaker_Q5_feat4,0.0,location_2,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
500,location_3:Smart_Speaker_Q5_feat4,0.0,location_3,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
501,Relationship_1:Smart_Speaker_Q5_feat4,0.0,Relationship_1,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
502,Relationship_2:Smart_Speaker_Q5_feat4,0.0,Relationship_2,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
503,Relationship_3:Smart_Speaker_Q5_feat4,0.0,Relationship_3,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
504,location_1:Smart_Speaker_Q5_feat6,0.0,location_1,Smart_Speaker_Q5_feat6,What level of accuracy does your Smart_Speaker provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
505,location_2:Smart_Speaker_Q5_feat6,0.0,location_2,Smart_Speaker_Q5_feat6,What level of accuracy does your Smart_Speaker provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
487,location_2:Smart_Speaker_Q5_feat1,0.0,location_2,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
486,location_1:Smart_Speaker_Q5_feat1,0.0,location_1,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   
485,Relationship_3:Smart_Speaker_Q4_feat3,0.0,Relationship_3,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
484,Relationship_2:Smart_Speaker_Q4_feat3,0.0,Relationship_2,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
467,Relationship_3:Smart_Speaker_Q3_feat4,0.0,Relationship_3,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
425,Relationship_3:Smart_Speaker_Q2_feat1,0.0,Relationship_3,Smart_Speaker_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using touch-based input
469,location_2:Smart_Speaker_Q3_feat6,0.0,location_2,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
470,location_3:Smart_Speaker_Q3_feat6,0.0,location_3,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
471,Relationship_1:Smart_Speaker_Q3_feat6,0.0,Relationship_1,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
472,Relationship_2:Smart_Speaker_Q3_feat6,0.0,Relationship_2,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
473,Relationship_3:Smart_Speaker_Q3_feat6,0.0,Relationship_3,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
474,location_1:Smart_Speaker_Q4_feat1,0.0,location_1,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
475,location_2:Smart_Speaker_Q4_feat1,0.0,location_2,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
476,location_3:Smart_Speaker_Q4_feat1,0.0,location_3,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
477,Relationship_1:Smart_Speaker_Q4_feat1,0.0,Relationship_1,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
478,Relationship_2:Smart_Speaker_Q4_feat1,0.0,Relationship_2,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
479,Relationship_3:Smart_Speaker_Q4_feat1,0.0,Relationship_3,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   
480,location_1:Smart_Speaker_Q4_feat3,0.0,location_1,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
481,location_2:Smart_Speaker_Q4_feat3,0.0,location_2,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
482,location_3:Smart_Speaker_Q4_feat3,0.0,location_3,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
483,Relationship_1:Smart_Speaker_Q4_feat3,0.0,Relationship_1,Smart_Speaker_Q4_feat3,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
426,location_1:Smart_Speaker_Q2_feat2,0.0,location_1,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input 
418,Relationship_2:Smart_Speaker_Q1_feat7,0.0,Relationship_2,Smart_Speaker_Q1_feat7,Which of the following type of interactions do you use while executing a command on Smart_Speaker?,The input modality does not matter to me or is not provided by the device  
424,Relationship_2:Smart_Speaker_Q2_feat1,0.0,Relationship_2,Smart_Speaker_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using touch-based input
363,Relationship_1:Q12_feat5,0.0,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
365,Relationship_3:Q12_feat5,0.0,Relationship_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
366,location_1:Q13_feat1,0.0,location_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
367,location_2:Q13_feat1,0.0,location_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
368,location_3:Q13_feat1,0.0,location_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
369,Relationship_1:Q13_feat1,0.0,Relationship_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
370,Relationship_2:Q13_feat1,0.0,Relationship_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
371,Relationship_3:Q13_feat1,0.0,Relationship_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
372,location_1:Q13_feat2,0.0,location_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
373,location_2:Q13_feat2,0.0,location_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
374,location_3:Q13_feat2,0.0,location_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
375,Relationship_1:Q13_feat2,0.0,Relationship_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
376,Relationship_2:Q13_feat2,0.0,Relationship_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
377,Relationship_3:Q13_feat2,0.0,Relationship_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
378,location_1:Q13_feat4,0.0,location_1,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
379,location_2:Q13_feat4,0.0,location_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
380,location_3:Q13_feat4,0.0,location_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
381,Relationship_1:Q13_feat4,0.0,Relationship_1,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
364,Relationship_2:Q12_feat5,0.0,Relationship_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
362,location_3:Q12_feat5,0.0,location_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
423,Relationship_1:Smart_Speaker_Q2_feat1,0.0,Relationship_1,Smart_Speaker_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using touch-based input
361,location_2:Q12_feat5,0.0,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
344,location_3:Q12_feat1,0.0,location_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
345,Relationship_1:Q12_feat1,0.0,Relationship_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
346,Relationship_2:Q12_feat1,0.0,Relationship_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
347,Relationship_3:Q12_feat1,0.0,Relationship_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
348,location_1:Q12_feat2,0.0,location_1,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
349,location_2:Q12_feat2,0.0,location_2,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
350,location_3:Q12_feat2,0.0,location_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
351,Relationship_1:Q12_feat2,0.0,Relationship_1,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
352,Relationship_2:Q12_feat2,0.0,Relationship_2,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
353,Relationship_3:Q12_feat2,0.0,Relationship_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
354,location_1:Q12_feat3,0.0,location_1,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
355,location_2:Q12_feat3,0.0,location_2,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
356,location_3:Q12_feat3,0.0,location_3,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
357,Relationship_1:Q12_feat3,0.0,Relationship_1,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
358,Relationship_2:Q12_feat3,0.0,Relationship_2,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
359,Relationship_3:Q12_feat3,0.0,Relationship_3,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
360,location_1:Q12_feat5,0.0,location_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
382,Relationship_2:Q13_feat4,0.0,Relationship_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
383,Relationship_3:Q13_feat4,0.0,Relationship_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
