,features,Importance,interaction_a,main_features,Question,Answer option
459,Relationship_1:Tablet_Q3_feat6,0.0,Relationship_1,Tablet_Q3_feat6,Which  aspects of Tablet makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
455,Relationship_3:Tablet_Q3_feat4,0.0,Relationship_3,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
458,location_3:Tablet_Q3_feat6,0.0,location_3,Tablet_Q3_feat6,Which  aspects of Tablet makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
448,Relationship_2:Tablet_Q3_feat1,0.0,Relationship_2,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
441,Relationship_1:Tablet_Q2_feat5,0.0,Relationship_1,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
442,Relationship_2:Tablet_Q2_feat5,0.0,Relationship_2,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
443,Relationship_3:Tablet_Q2_feat5,0.0,Relationship_3,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
444,location_1:Tablet_Q3_feat1,0.0,location_1,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
445,location_2:Tablet_Q3_feat1,0.0,location_2,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
446,location_3:Tablet_Q3_feat1,0.0,location_3,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
447,Relationship_1:Tablet_Q3_feat1,0.0,Relationship_1,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
449,Relationship_3:Tablet_Q3_feat1,0.0,Relationship_3,Tablet_Q3_feat1,Which  aspects of Tablet makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
457,location_2:Tablet_Q3_feat6,0.0,location_2,Tablet_Q3_feat6,Which  aspects of Tablet makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
450,location_1:Tablet_Q3_feat4,0.0,location_1,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
451,location_2:Tablet_Q3_feat4,0.0,location_2,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
452,location_3:Tablet_Q3_feat4,0.0,location_3,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
453,Relationship_1:Tablet_Q3_feat4,0.0,Relationship_1,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
454,Relationship_2:Tablet_Q3_feat4,0.0,Relationship_2,Tablet_Q3_feat4,Which  aspects of Tablet makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
470,location_3:Tablet_Q5_feat4,0.0,location_3,Tablet_Q5_feat4,What level of accuracy does your Tablet provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
456,location_1:Tablet_Q3_feat6,0.0,location_1,Tablet_Q3_feat6,Which  aspects of Tablet makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
469,location_2:Tablet_Q5_feat4,0.0,location_2,Tablet_Q5_feat4,What level of accuracy does your Tablet provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
473,Relationship_3:Tablet_Q5_feat4,0.0,Relationship_3,Tablet_Q5_feat4,What level of accuracy does your Tablet provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
471,Relationship_1:Tablet_Q5_feat4,0.0,Relationship_1,Tablet_Q5_feat4,What level of accuracy does your Tablet provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
472,Relationship_2:Tablet_Q5_feat4,0.0,Relationship_2,Tablet_Q5_feat4,What level of accuracy does your Tablet provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
494,location_3:Tablet_Q6_feat4,0.0,location_3,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
495,Relationship_1:Tablet_Q6_feat4,0.0,Relationship_1,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
496,Relationship_2:Tablet_Q6_feat4,0.0,Relationship_2,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
497,Relationship_3:Tablet_Q6_feat4,0.0,Relationship_3,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
498,location_1:Tablet_Q7_feat1,0.0,location_1,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
499,location_2:Tablet_Q7_feat1,0.0,location_2,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
500,location_3:Tablet_Q7_feat1,0.0,location_3,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
501,Relationship_1:Tablet_Q7_feat1,0.0,Relationship_1,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
502,Relationship_2:Tablet_Q7_feat1,0.0,Relationship_2,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
503,Relationship_3:Tablet_Q7_feat1,0.0,Relationship_3,Tablet_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,It enables me to define who has access to my information
504,location_1:Tablet_Q7_feat2,0.0,location_1,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
505,location_2:Tablet_Q7_feat2,0.0,location_2,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
506,location_3:Tablet_Q7_feat2,0.0,location_3,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
507,Relationship_1:Tablet_Q7_feat2,0.0,Relationship_1,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
508,Relationship_2:Tablet_Q7_feat2,0.0,Relationship_2,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
509,Relationship_3:Tablet_Q7_feat2,0.0,Relationship_3,Tablet_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
510,location_1:Tablet_Q7_feat3,0.0,location_1,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  
493,location_2:Tablet_Q6_feat4,0.0,location_2,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
492,location_1:Tablet_Q6_feat4,0.0,location_1,Tablet_Q6_feat4,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
491,Relationship_3:Tablet_Q6_feat3,0.0,Relationship_3,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
481,location_2:Tablet_Q6_feat2,0.0,location_2,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
474,location_1:Tablet_Q6_feat1,0.0,location_1,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
475,location_2:Tablet_Q6_feat1,0.0,location_2,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
476,location_3:Tablet_Q6_feat1,0.0,location_3,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
477,Relationship_1:Tablet_Q6_feat1,0.0,Relationship_1,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
478,Relationship_2:Tablet_Q6_feat1,0.0,Relationship_2,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
479,Relationship_3:Tablet_Q6_feat1,0.0,Relationship_3,Tablet_Q6_feat1,When does your Tablet give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
480,location_1:Tablet_Q6_feat2,0.0,location_1,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
482,location_3:Tablet_Q6_feat2,0.0,location_3,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
490,Relationship_2:Tablet_Q6_feat3,0.0,Relationship_2,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
483,Relationship_1:Tablet_Q6_feat2,0.0,Relationship_1,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
484,Relationship_2:Tablet_Q6_feat2,0.0,Relationship_2,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
485,Relationship_3:Tablet_Q6_feat2,0.0,Relationship_3,Tablet_Q6_feat2,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
486,location_1:Tablet_Q6_feat3,0.0,location_1,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
487,location_2:Tablet_Q6_feat3,0.0,location_2,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
488,location_3:Tablet_Q6_feat3,0.0,location_3,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
489,Relationship_1:Tablet_Q6_feat3,0.0,Relationship_1,Tablet_Q6_feat3,When does your Tablet give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.
440,location_3:Tablet_Q2_feat5,0.0,location_3,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
438,location_1:Tablet_Q2_feat5,0.0,location_1,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
439,location_2:Tablet_Q2_feat5,0.0,location_2,Tablet_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
394,Relationship_2:Tablet_Q1_feat1,0.0,Relationship_2,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
364,Relationship_2:Q11_feat1,0.0,Relationship_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
388,Relationship_2:Q13_feat2,0.0,Relationship_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
389,Relationship_3:Q13_feat2,0.0,Relationship_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
390,location_1:Tablet_Q1_feat1,0.0,location_1,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
391,location_2:Tablet_Q1_feat1,0.0,location_2,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
392,location_3:Tablet_Q1_feat1,0.0,location_3,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
363,Relationship_1:Q11_feat1,0.0,Relationship_1,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
393,Relationship_1:Tablet_Q1_feat1,0.0,Relationship_1,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
395,Relationship_3:Tablet_Q1_feat1,0.0,Relationship_3,Tablet_Q1_feat1,Which of the following type of interactions do you use while executing a command on Tablet,Voice-based interaction  
403,location_2:Tablet_Q1_feat4,0.0,location_2,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
396,location_1:Tablet_Q1_feat3,0.0,location_1,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
397,location_2:Tablet_Q1_feat3,0.0,location_2,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
362,location_3:Q11_feat1,0.0,location_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
398,location_3:Tablet_Q1_feat3,0.0,location_3,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
399,Relationship_1:Tablet_Q1_feat3,0.0,Relationship_1,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
400,Relationship_2:Tablet_Q1_feat3,0.0,Relationship_2,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
401,Relationship_3:Tablet_Q1_feat3,0.0,Relationship_3,Tablet_Q1_feat3,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction with a digital pen/Stylus  
402,location_1:Tablet_Q1_feat4,0.0,location_1,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
387,Relationship_1:Q13_feat2,0.0,Relationship_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
386,location_3:Q13_feat2,0.0,location_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
385,location_2:Q13_feat2,0.0,location_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
384,location_1:Q13_feat2,0.0,location_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
371,Relationship_3:Q11_feat2,0.0,Relationship_3,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
372,location_1:Q11_feat5,0.0,location_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
373,location_2:Q11_feat5,0.0,location_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
368,location_3:Q11_feat2,0.0,location_3,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
374,location_3:Q11_feat5,0.0,location_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
375,Relationship_1:Q11_feat5,0.0,Relationship_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
376,Relationship_2:Q11_feat5,0.0,Relationship_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
377,Relationship_3:Q11_feat5,0.0,Relationship_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
378,location_1:Q12_feat5,0.0,location_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
367,location_2:Q11_feat2,0.0,location_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
366,location_1:Q11_feat2,0.0,location_1,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
379,location_2:Q12_feat5,0.0,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
