,scenario,count
48,Suppose you want to purchase something online when you are alone at your home.,6
49,Suppose you want to set up a reminder about something when you are at Starbucks by yourself.,6
50,"Suppose you want to take a click a photo when you are with people you are close to (e.g., friends, family members) at home",6
51,Suppose you want to a send an email when you are walking on a street.,6
52,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,6
53,Suppose you want to find a route to home while walking on a street with your close friends.,6
54,Suppose you want to find a route to a coffee shop when you are at home with your by your colleagues,6
55,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) in a park.",5
56,Suppose you want to browse internet when you are with your close friends at a restaurant.,5
57,Suppose you want to browse the internet when you are alone at a restaurant.,5
58,Suppose you are on a short vacation and you want to take a picture in front of an iconic monument when you are surrounded by many people.,5
59,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are at home with people you are close to (e.g., friends, family members)",5
60,Suppose you want to watch some video when you are with your close friends in a park.,5
61,Suppose you want to check your social media when you are alone in a park.,5
62,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game with some close friends .",5
63,"Suppose you are at a park, you have just read a book you loved and now you want to write a review for it to share with people you are close to (e.g., friends, family members)",5
64,"Suppose you want to a view a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",5
65,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a park.",5
66,Suppose you want to call your mother for sharing an important update about your life when you are alone at home,5
67,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",5
68,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",5
69,"Suppose you want to browse the internet when you are at home with people you know (e.g., acquaintances, colleagues).",5
70,Suppose you want to read a digital document when you are at Starbucks surrounded with your close friends.,5
71,"Suppose you want to set up a reminder when you with people you know (e.g., acquaintances, colleagues) at a park.",5
72,Suppose you want to a send a text message when you are walking with a very close friend on a street,5
73,Suppose you want to watch some video when you are alone at Starbucks.,5
74,"Suppose you want to a send an email when you are surrounded with people you are close to (e.g., friends, family members) at your home.",5
75,"Suppose you want to read a digital document when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",5
76,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.",5
77,Suppose you want to a view a text message when you are with a very close friend at a restaurant,5
78,Suppose you want to a view a text message when you are alone at a street.,5
79,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a restaurant,5
80,"Suppose you are at home with some people you know (e.g., acquaintances, colleagues) when you realize today is the last day to pay one of your bills online.",5
81,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",4
82,Suppose you want to listen to some audio when you are alone at your home.,4
83,Suppose you want to a send an email when you are with a very close friend at a restaurant,4
84,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,4
85,Suppose you want to a send a text message when you are alone at a street.,4
86,Suppose you want to a send a text message when you are with a very close friend at a restaurant,4
87,Suppose you want to take a click a photo when you are alone at home.,4
88,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at your home.",4
89,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members).",4
90,"Suppose you want to find a route to home while walking on a street with people you know (e.g., acquaintances, colleagues).",4
91,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are alone at home.",4
92,Suppose you want to watch some video when you are alone at your home.,4
93,Suppose you are at Starbucks with your close friends and you realize today is the last day to pay one of your bills online.,4
94,"Suppose you want to listen to some audio when you are at home with people you are close to (e.g., friends, family members).",4
95,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) in a park.",4
96,Suppose you want to set up a reminder when you are alone at your home.,4
97,Suppose you want to set up a reminder when you are at a park by yourself.,4
98,Suppose you want to watch some video when you are with your close friends at Starbucks.,4
99,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,4
100,"Suppose you want to call your mother for sharing an important update about your life when you with people you know (e.g., acquaintances, colleagues) at a park",4
101,Suppose you want to call your mother for sharing an important update about your life when you are alone at a park,4
102,"Suppose you want to a send an email when you are walking on a street with people you know (e.g., acquaintances, colleagues).",4
103,"Suppose you are at a coffee shop, you have just read a book you loved and now you want to write a review for it to share with your close family and friends.",4
104,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game.",4
105,"Suppose you are at home with people you are close to (e.g., friends, family members) when you realize today is the last day to pay one of your bills online.",4
106,Suppose you want to a view a text message when you are alone at home,4
107,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",3
108,Suppose you want to find a route to home while walking on a street.,3
109,Suppose you want to take a click a photo when you are at Starbucks.,3
110,Suppose you are at sitting in a park and you want to play a digital/online game.,3
111,"Suppose you want to find a route to a coffee shop when you are at home with people you are close to (e.g., friends, family members)",3
112,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a restaurant.",3
113,"Suppose you want to purchase something (e.g., book, household items) online when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",3
114,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)",3
115,Suppose you want to find a route to a coffee shop when you are alone at home.,3
116,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a park.,3
117,Suppose you want to browse the internet when you are alone at your home.,3
118,Suppose you are at your gym and you want to track the amount of calories you have burnt your workout.,3
119,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",3
120,Suppose you are at sitting at Starbucks and you want to play a digital/online game with some close friends.,3
121,Suppose you want to a send an email when you are at Starbucks.,3
122,Suppose you want to listen to some audio when you are alone in a park.,3
123,Suppose you are on a short vacation alone and you want to take a picture in front of an iconic monument.,3
124,"Suppose you have planned to meet a friend next week and you want put this on your calendar when you with people you know (e.g., acquaintances, colleagues) at a park",3
125,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",3
126,"Suppose you want to read a digital document) when you are at home with people you know (e.g., acquaintances, colleagues).",3
127,Suppose you want to find a route to home when you are at Starbucks with your close friends.,3
128,"Suppose you want to a send a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",3
129,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at a park,2
130,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play a video game with some with some people you know (e.g., acquaintances, colleagues).",2
131,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at your home.",2
132,"Suppose you want to set up a reminder about something when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",2
133,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)",2
134,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",2
135,"Suppose it is a regular working day, you want to track the total amount of calories you consume and burn off during the day.",2
136,"Suppose you want to set up a reminder when you are at home with people you are close to (e.g., friends, family members).",2
137,Suppose you want to watch some video when you are alone in a park.,2
138,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members) at home.",1
139,"Suppose you want control some devices/appliances (e.g., smart lights) when you are with people you know (e.g., acquaintances, colleagues).",1
140,Suppose you want to set up a reminder about something when you are at Starbucks with close friends.,1
141,Suppose you want to listen to some audio when you are alone at Starbucks.,1
142,Suppose you want to find a route to home when you are alone at Starbucks.,1
143,no_values,1
