,features,Importance,Question,Answer option
50,Q1_feat4,0.0,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard 
51,Q1_feat5,0.0,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using virtual/digital keyboard on a screen 
52,Q2_feat1,0.0,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   
53,Q2_feat2,0.0,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input 
54,Q2_feat5,0.0,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas
55,Q3_feat3,0.0,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  "
56,Q4_feat1,0.0,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   
57,Q4_feat3,0.0,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task
58,Q5_feat2,0.0,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  
59,Q5_feat3,0.0,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  "
60,Q5_feat4,0.0,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) "
61,Q5_feat6,0.0,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  
62,Q6_feat1,0.0,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  
63,Q6_feat4,0.0,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,When a device gives an option of providing or changing any task related information is not relevant while performing this task  
64,Q7_feat1,0.0,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  
65,Q7_feat2,0.0,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))"
66,Q7_feat3,0.0,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  
67,Q8_feat1,0.0,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  
68,Q8_feat2,0.0,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   "
69,Q8_feat3,0.0,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) "
70,Q9_feat1,0.0,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  
71,Q9_feat3,0.0,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   
72,Q9_feat4,0.0,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  
73,Q10_feat4,0.0,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
74,Q10_feat6,0.0,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   "
75,Q11_feat1,0.0,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
76,Q11_feat2,0.0,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
77,Q11_feat5,0.0,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
78,Q12_feat2,0.0,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
79,Q12_feat3,0.0,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
80,Q12_feat5,0.0,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
81,Q13_feat1,0.0,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
82,Q13_feat2,0.0,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
83,Smart Speaker_Q1_feat2,0.0,Which of the following type of interactions do you use while executing a command on Smart Speaker,"Touch-based interaction (e.g, through scrolling, tapping)  "
84,Smart Speaker_Q1_feat3,0.0,Which of the following type of interactions do you use while executing a command on Smart Speaker,Text-based interaction with a digital pen/Stylus  
85,Smart Speaker_Q1_feat4,0.0,Which of the following type of interactions do you use while executing a command on Smart Speaker?,Text-based interaction using physical keyboard  
86,Smart Speaker_Q1_feat5,0.0,Which of the following type of interactions do you use while executing a command on Smart Speaker,Text-based interaction using virtual/digital keyboard on a screen  
87,Smart Speaker_Q1_feat7,0.0,Which of the following type of interactions do you use while executing a command on Smart Speaker?,The input modality does not matter to me or is not provided by the device  
88,Smart Speaker_Q2_feat2,0.0,"How do you multitask (i.e.,use other functionalities) on Smart Speaker while executing this task?",I use/view another application using voice-based input 
89,Smart Speaker_Q2_feat3,0.0,"How do you multitask (i.e.,use other functionalities) on Smart Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
90,Smart Speaker_Q3_feat2,0.0,Which  aspects of Smart Speaker makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
91,Smart Speaker_Q3_feat3,0.0,Which  aspects of Smart Speaker makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
92,Smart Speaker_Q3_feat6,0.0,Which  aspects of Smart Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
93,Smart Speaker_Q5_feat2,0.0,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
94,Smart Speaker_Q5_feat6,0.0,What level of accuracy does your Smart Speaker provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
95,Smart Speaker_Q6_feat4,0.0,When does your Smart Speaker give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
96,Smart Speaker_Q7_feat1,0.0,Which of the following features help you in reaching the desired level of trust to perform this task on Smart Speaker?,It enables me to define who has access to my information
97,Smart Speaker_Q7_feat2,0.0,Which of the following features help you in reaching the desired level of trust to perform this task on Smart Speaker?,"It enables me to control where my personal information is stored (e.g., solely on the device)"
98,Smart Speaker_Q7_feat3,0.0,Which of the following features help you in reaching the desired level of trust to perform this task on Smart Speaker?,I enables me to control how it executes this task  
99,Smart Speaker_Q8_feat2,0.0,What level of personalized communication does your Smart Speaker provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  "
100,Smart Speaker_Q8_feat3,0.0,What level of personalized communication does your Smart Speaker provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
101,Smart Speaker_Q8_feat5,0.0,What level of personalized communication does your Smart Speaker provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  
102,Smart Speaker_Q9_feat1,0.0,How does your Smart Speaker help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.
103,Smart Speaker_Q9_feat2,0.0,How does your Smart Speakerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them
104,Smart Speaker_Q9_feat6,0.0,How does your Smart Speaker help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  
105,Smart Speaker_Q10_feat1,0.0,How does Smart Speaker provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   "
106,Smart Speaker_Q10_feat3,0.0,How does Smart Speaker provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   
107,Smart Speaker_Q10_feat4,0.0,How does Smart Speaker provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  
108,Smart Speaker_Q10_feat6,0.0,How does Smart Speaker provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
109,Smart Speaker_Q11_feat3,0.0,Which of the following design components on your Smart Speaker help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
110,Smart Speaker_Q12_feat1,0.0,Which of these maintenance features in Smart Speaker affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
111,Smart Speaker_Q12_feat2,0.0,Which of these maintenance features in Smart Speaker affect you as you perform this task on it,Need of updating any software while/before performing the task  
112,Smart Speaker_Q13_feat1,0.0,Which of the additional artifacts do you connect/download on your Smart Speaker to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
113,Smart Speaker_Q13_feat2,0.0,Which of the additional artifacts do you connect/download on your Smart Speaker,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
114,location_1,0.0,Scenario location,Home
115,location_3,0.0,Scenario location,"Public (park, street etc)"
116,Relationship_2,0.0,Scenario relation,strong ties
117,Relationship_3,0.0,Scenario relation,weak ties
