,features,Importance,interaction_a,main_features,Question,Answer option
60,Relationship_1:Q5_feat6,0.019765770471749298,Relationship_1,Q5_feat6,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  
66,Relationship_2:Q4_feat1,0.014624175028863215,Relationship_2,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   
72,Relationship_2:Q10_feat3,0.013399511851524238,Relationship_2,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices
78,Relationship_1:Q9_feat1,0.01235394388129168,Relationship_1,Q9_feat1,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  
84,Relationship_2:Q3_feat3,0.01004963388864318,Relationship_2,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  "
43,Relationship_2:Q6_feat3,0.00890846667051886,Relationship_2,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  
90,Relationship_2:Q10_feat7,0.008613971904551298,Relationship_2,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task
96,Relationship_3:Smart_Phone_Q12_feat3,0.00853203766000462,Relationship_3,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
102,Relationship_2:Q2_feat1,0.008348926615180493,Relationship_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   
108,Relationship_2:Smart_Phone_Q11_feat3,0.008161079500873997,Relationship_2,Smart_Phone_Q11_feat3,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
114,Relationship_1:Smart_Phone_Q6_feat4,0.00803970711091454,Relationship_1,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  
120,location_3:Q8_feat1,0.007670016561945427,location_3,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  
126,location_1:Q12_feat2,0.007537225416482384,location_1,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  
132,Relationship_3:Q2_feat5,0.007537225416482384,Relationship_3,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas
138,location_2:Q3_feat4,0.007522532969276768,location_2,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. 
144,location_2:Smart_Phone_Q11_feat5,0.007104220256236577,location_2,Smart_Phone_Q11_feat5,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
150,location_1:Q12_feat3,0.006699755925762119,location_1,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  
2,Relationship_1:Smart_Phone_Q1_feat2,0.006432001942246486,Relationship_1,Smart_Phone_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Phone,"Touch-based interaction (e.g, through scrolling, tapping)  "
156,location_2:Q3_feat1,0.005024816944321589,location_2,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  
162,location_3:Q10_feat2,0.005024816944321589,location_3,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   
44,location_3:Q6_feat3,0.005024816944321589,location_3,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  
168,Relationship_2:Q3_feat2,0.005024816944321589,Relationship_2,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.
174,Relationship_2:Q5_feat4,0.005024816944321589,Relationship_2,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) "
103,Relationship_1:Q2_feat1,0.005024816944321589,Relationship_1,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   
67,location_3:Q4_feat1,0.004187347453601324,location_3,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   
180,Relationship_1:Q10_feat6,0.003926318001948263,Relationship_1,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   "
163,Relationship_3:Q10_feat2,0.0033670568242291465,Relationship_3,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   
186,location_3:Q11_feat1,0.0033498779628810603,location_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
192,location_3:Q1_feat4,0.003349877962881059,location_3,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard 
198,Relationship_1:Q6_feat1,0.0028177627326234056,Relationship_1,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  
204,Relationship_1:Q8_feat5,0.002679902370304846,Relationship_1,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device
157,Relationship_1:Q3_feat1,0.002650452893708105,Relationship_1,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  
210,Relationship_1:Q7_feat2,0.002512408472160795,Relationship_1,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))"
216,Relationship_1:Q7_feat5,0.002512408472160795,Relationship_1,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  
158,Relationship_2:Q3_feat1,0.002327198873251503,Relationship_2,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  
222,location_3:Q10_feat4,0.0022611676249447072,location_3,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
217,location_1:Q7_feat5,0.0021534929761378233,location_1,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  
104,location_2:Q2_feat1,0.002128305923785337,location_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   
228,Relationship_2:Q4_feat3,0.002008466075128541,Relationship_2,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task
31,Relationship_3:Q5_feat1,0.0015988053913750524,Relationship_3,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   
218,Relationship_3:Q7_feat5,0.001281633471628584,Relationship_3,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  
164,location_2:Q10_feat2,0.0012250982264250714,location_2,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   
234,location_3:Q8_feat2,0.001116625987627018,location_3,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   "
235,location_2:Q8_feat2,0.001004963388864322,location_2,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   "
187,Relationship_2:Q11_feat1,0.0005024816944321571,Relationship_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
205,location_1:Q8_feat5,0.0003349877962881081,location_1,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device
236,Relationship_2:Q8_feat2,0.00010123257580134364,Relationship_2,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   "
479,Relationship_3:Smart_Phone_Q3_feat6,0.0,Relationship_3,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
478,Relationship_2:Smart_Phone_Q3_feat6,0.0,Relationship_2,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
477,Relationship_1:Smart_Phone_Q3_feat6,0.0,Relationship_1,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
480,location_1:Smart_Phone_Q4_feat3,0.0,location_1,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
475,location_2:Smart_Phone_Q3_feat6,0.0,location_2,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
481,location_2:Smart_Phone_Q4_feat3,0.0,location_2,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
371,Relationship_3:Q11_feat5,0.0,Relationship_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
372,location_1:Q12_feat1,0.0,location_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
482,location_3:Smart_Phone_Q4_feat3,0.0,location_3,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
483,Relationship_1:Smart_Phone_Q4_feat3,0.0,Relationship_1,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
476,location_3:Smart_Phone_Q3_feat6,0.0,location_3,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
373,location_2:Q12_feat1,0.0,location_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
474,location_1:Smart_Phone_Q3_feat6,0.0,location_1,Smart_Phone_Q3_feat6,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
473,Relationship_3:Smart_Phone_Q3_feat4,0.0,Relationship_3,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
461,Relationship_3:Smart_Phone_Q3_feat2,0.0,Relationship_3,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
375,Relationship_1:Q12_feat1,0.0,Relationship_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
462,location_1:Smart_Phone_Q3_feat3,0.0,location_1,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
463,location_2:Smart_Phone_Q3_feat3,0.0,location_2,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
464,location_3:Smart_Phone_Q3_feat3,0.0,location_3,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
465,Relationship_1:Smart_Phone_Q3_feat3,0.0,Relationship_1,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
466,Relationship_2:Smart_Phone_Q3_feat3,0.0,Relationship_2,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
374,location_3:Q12_feat1,0.0,location_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
467,Relationship_3:Smart_Phone_Q3_feat3,0.0,Relationship_3,Smart_Phone_Q3_feat3,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  
468,location_1:Smart_Phone_Q3_feat4,0.0,location_1,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
469,location_2:Smart_Phone_Q3_feat4,0.0,location_2,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
470,location_3:Smart_Phone_Q3_feat4,0.0,location_3,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
471,Relationship_1:Smart_Phone_Q3_feat4,0.0,Relationship_1,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
485,Relationship_3:Smart_Phone_Q4_feat3,0.0,Relationship_3,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
472,Relationship_2:Smart_Phone_Q3_feat4,0.0,Relationship_2,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
484,Relationship_2:Smart_Phone_Q4_feat3,0.0,Relationship_2,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
490,Relationship_2:Smart_Phone_Q5_feat1,0.0,Relationship_2,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
486,location_1:Smart_Phone_Q5_feat1,0.0,location_1,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
370,Relationship_2:Q11_feat5,0.0,Relationship_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
512,location_3:Smart_Phone_Q5_feat6,0.0,location_3,Smart_Phone_Q5_feat6,What level of accuracy does your Smart_Phone provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
511,location_2:Smart_Phone_Q5_feat6,0.0,location_2,Smart_Phone_Q5_feat6,What level of accuracy does your Smart_Phone provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
510,location_1:Smart_Phone_Q5_feat6,0.0,location_1,Smart_Phone_Q5_feat6,What level of accuracy does your Smart_Phone provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
509,Relationship_3:Smart_Phone_Q5_feat4,0.0,Relationship_3,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
508,Relationship_2:Smart_Phone_Q5_feat4,0.0,Relationship_2,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
507,Relationship_1:Smart_Phone_Q5_feat4,0.0,Relationship_1,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
506,location_3:Smart_Phone_Q5_feat4,0.0,location_3,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
505,location_2:Smart_Phone_Q5_feat4,0.0,location_2,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
504,location_1:Smart_Phone_Q5_feat4,0.0,location_1,Smart_Phone_Q5_feat4,What level of accuracy does your Smart_Phone provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
503,Relationship_3:Smart_Phone_Q5_feat3,0.0,Relationship_3,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
502,Relationship_2:Smart_Phone_Q5_feat3,0.0,Relationship_2,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
501,Relationship_1:Smart_Phone_Q5_feat3,0.0,Relationship_1,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
500,location_3:Smart_Phone_Q5_feat3,0.0,location_3,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
499,location_2:Smart_Phone_Q5_feat3,0.0,location_2,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
498,location_1:Smart_Phone_Q5_feat3,0.0,location_1,Smart_Phone_Q5_feat3,What level of accuracy does your Smart_Phone provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
497,Relationship_3:Smart_Phone_Q5_feat2,0.0,Relationship_3,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
496,Relationship_2:Smart_Phone_Q5_feat2,0.0,Relationship_2,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
495,Relationship_1:Smart_Phone_Q5_feat2,0.0,Relationship_1,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
367,location_2:Q11_feat5,0.0,location_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
494,location_3:Smart_Phone_Q5_feat2,0.0,location_3,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
493,location_2:Smart_Phone_Q5_feat2,0.0,location_2,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
368,location_3:Q11_feat5,0.0,location_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
492,location_1:Smart_Phone_Q5_feat2,0.0,location_1,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
491,Relationship_3:Smart_Phone_Q5_feat1,0.0,Relationship_3,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
459,Relationship_1:Smart_Phone_Q3_feat2,0.0,Relationship_1,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
369,Relationship_1:Q11_feat5,0.0,Relationship_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
489,Relationship_1:Smart_Phone_Q5_feat1,0.0,Relationship_1,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
488,location_3:Smart_Phone_Q5_feat1,0.0,location_3,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
487,location_2:Smart_Phone_Q5_feat1,0.0,location_2,Smart_Phone_Q5_feat1,What level of accuracy does your Smart_Phone provide when executing the task?,It executes the task without any errors   
460,Relationship_2:Smart_Phone_Q3_feat2,0.0,Relationship_2,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
393,Relationship_1:Q13_feat2,0.0,Relationship_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
458,location_3:Smart_Phone_Q3_feat2,0.0,location_3,Smart_Phone_Q3_feat2,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  
408,location_1:Smart_Phone_Q1_feat3,0.0,location_1,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  
386,location_3:Q13_feat1,0.0,location_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
410,location_3:Smart_Phone_Q1_feat3,0.0,location_3,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  
411,Relationship_1:Smart_Phone_Q1_feat3,0.0,Relationship_1,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  
412,Relationship_2:Smart_Phone_Q1_feat3,0.0,Relationship_2,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  
413,Relationship_3:Smart_Phone_Q1_feat3,0.0,Relationship_3,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  
414,location_1:Smart_Phone_Q1_feat4,0.0,location_1,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
385,location_2:Q13_feat1,0.0,location_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
415,location_2:Smart_Phone_Q1_feat4,0.0,location_2,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
416,location_3:Smart_Phone_Q1_feat4,0.0,location_3,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
417,Relationship_1:Smart_Phone_Q1_feat4,0.0,Relationship_1,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
418,Relationship_2:Smart_Phone_Q1_feat4,0.0,Relationship_2,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
384,location_1:Q13_feat1,0.0,location_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
419,Relationship_3:Smart_Phone_Q1_feat4,0.0,Relationship_3,Smart_Phone_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Phone?,Text-based interaction using physical keyboard  
420,location_1:Smart_Phone_Q1_feat5,0.0,location_1,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  
421,location_2:Smart_Phone_Q1_feat5,0.0,location_2,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  
