,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
124,location_3:Smart_Watch_Q13_feat4,46.97222222222222,location_3,Smart_Watch_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Watch,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
224,location_2:Smart_Watch_Q4_feat1,46.97222222222222,location_2,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
225,location_2:Smart_Watch_Q9_feat3,46.97222222222222,location_2,Smart_Watch_Q9_feat3,How does your Smart_Watch help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
9,Relationship_1:Smart_Watch_Q7_feat5,46.97222222222222,Relationship_1,Smart_Watch_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Watch?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,alone
10,Relationship_1:Smart_Watch_Q3_feat2,46.97222222222222,Relationship_1,Smart_Watch_Q3_feat2,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,alone
450,Relationship_2:Smart_Watch_Q11_feat2,44.50000000000001,Relationship_2,Smart_Watch_Q11_feat2,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,strong ties
8,Relationship_1:Smart_Watch_Q2_feat5,44.50000000000001,Relationship_1,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,alone
228,location_2:Smart_Watch_Q10_feat2,44.50000000000001,location_2,Smart_Watch_Q10_feat2,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Semi private places (resturants, coffee shop etc)"
454,Relationship_2:Smart_Watch_Q10_feat3,44.50000000000001,Relationship_2,Smart_Watch_Q10_feat3,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,strong ties
13,Relationship_1:Smart_Watch_Q6_feat1,44.50000000000001,Relationship_1,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,alone
235,location_2:Smart_Watch_Q10_feat1,42.02777777777777,location_2,Smart_Watch_Q10_feat1,How does Smart_Watch provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
15,Relationship_1:Smart_Watch_Q12_feat1,42.02777777777777,Relationship_1,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,alone
343,Relationship_3:Smart_Watch_Q3_feat3,42.02777777777777,Relationship_3,Smart_Watch_Q3_feat3,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,weak ties
237,location_2:Smart_Watch_Q6_feat1,42.02777777777777,location_2,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Semi private places (resturants, coffee shop etc)"
452,Relationship_2:Smart_Watch_Q10_feat2,42.02777777777777,Relationship_2,Smart_Watch_Q10_feat2,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,strong ties
126,location_3:Smart_Watch_Q8_feat5,42.02777777777777,location_3,Smart_Watch_Q8_feat5,What level of personalized communication does your Smart_Watch provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
234,location_2:Smart_Watch_Q3_feat2,42.02777777777777,location_2,Smart_Watch_Q3_feat2,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
12,Relationship_1:Smart_Watch_Q13_feat4,42.02777777777777,Relationship_1,Smart_Watch_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Watch,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,alone
236,location_2:Smart_Watch_Q13_feat4,39.555555555555564,location_2,Smart_Watch_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Watch,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
238,location_2:Smart_Watch_Q8_feat5,39.555555555555564,location_2,Smart_Watch_Q8_feat5,What level of personalized communication does your Smart_Watch provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
340,Relationship_3:Smart_Watch_Q10_feat2,39.555555555555564,Relationship_3,Smart_Watch_Q10_feat2,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,weak ties
458,Relationship_2:Smart_Watch_Q3_feat2,39.555555555555564,Relationship_2,Smart_Watch_Q3_feat2,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,strong ties
460,Relationship_2:Smart_Watch_Q13_feat4,39.555555555555564,Relationship_2,Smart_Watch_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Watch,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,strong ties
341,Relationship_3:Smart_Watch_Q1_feat2,39.555555555555564,Relationship_3,Smart_Watch_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Watch,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,weak ties
455,Relationship_2:Smart_Watch_Q3_feat3,39.555555555555564,Relationship_2,Smart_Watch_Q3_feat3,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,strong ties
125,location_3:Smart_Watch_Q6_feat1,39.555555555555564,location_3,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Public (park, street etc)"
127,location_3:Smart_Watch_Q12_feat1,39.555555555555564,location_3,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
339,Relationship_3:Smart_Watch_Q5_feat1,39.555555555555564,Relationship_3,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   ,Scenario relation,weak ties
232,location_2:Smart_Watch_Q2_feat5,37.083333333333336,location_2,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
457,Relationship_2:Smart_Watch_Q7_feat5,37.083333333333336,Relationship_2,Smart_Watch_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Watch?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,strong ties
337,Relationship_3:Smart_Watch_Q9_feat3,37.083333333333336,Relationship_3,Smart_Watch_Q9_feat3,How does your Smart_Watch help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,weak ties
14,Relationship_1:Smart_Watch_Q8_feat5,37.083333333333336,Relationship_1,Smart_Watch_Q8_feat5,What level of personalized communication does your Smart_Watch provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,alone
233,location_2:Smart_Watch_Q7_feat5,37.083333333333336,location_2,Smart_Watch_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Watch?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,"Semi private places (resturants, coffee shop etc)"
239,location_2:Smart_Watch_Q12_feat1,37.083333333333336,location_2,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
129,location_3:Smart_Watch_Q1_feat1,34.611111111111114,location_3,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
18,Relationship_1:Smart_Watch_Q11_feat1,34.611111111111114,Relationship_1,Smart_Watch_Q11_feat1,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,alone
565,location_1:Smart_Watch_Q1_feat2,34.611111111111114,location_1,Smart_Watch_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Watch,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,Home
123,location_3:Smart_Watch_Q10_feat1,34.611111111111114,location_3,Smart_Watch_Q10_feat1,How does Smart_Watch provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Public (park, street etc)"
462,Relationship_2:Smart_Watch_Q8_feat5,34.611111111111114,Relationship_2,Smart_Watch_Q8_feat5,What level of personalized communication does your Smart_Watch provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
346,Relationship_3:Smart_Watch_Q3_feat2,34.611111111111114,Relationship_3,Smart_Watch_Q3_feat2,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,weak ties
16,Relationship_1:Smart_Watch_Q8_feat2,34.611111111111114,Relationship_1,Smart_Watch_Q8_feat2,What level of personalized communication does your Smart_Watch provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,alone
132,location_3:Smart_Watch_Q12_feat5,32.138888888888886,location_3,Smart_Watch_Q12_feat5,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
128,location_3:Smart_Watch_Q8_feat2,32.138888888888886,location_3,Smart_Watch_Q8_feat2,What level of personalized communication does your Smart_Watch provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Public (park, street etc)"
130,location_3:Smart_Watch_Q11_feat1,32.138888888888886,location_3,Smart_Watch_Q11_feat1,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Public (park, street etc)"
342,Relationship_3:Smart_Watch_Q10_feat3,32.138888888888886,Relationship_3,Smart_Watch_Q10_feat3,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,weak ties
241,location_2:Smart_Watch_Q1_feat1,32.138888888888886,location_2,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
461,Relationship_2:Smart_Watch_Q6_feat1,32.138888888888886,Relationship_2,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,strong ties
17,Relationship_1:Smart_Watch_Q1_feat1,32.138888888888886,Relationship_1,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  ,Scenario relation,alone
19,Relationship_1:Smart_Watch_Q10_feat4,32.138888888888886,Relationship_1,Smart_Watch_Q10_feat4,How does Smart_Watch provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,alone
566,location_1:Smart_Watch_Q10_feat3,32.138888888888886,location_1,Smart_Watch_Q10_feat3,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,Home
564,location_1:Smart_Watch_Q10_feat2,32.138888888888886,location_1,Smart_Watch_Q10_feat2,How does Smart_Watch provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,Home
561,location_1:Smart_Watch_Q9_feat3,32.138888888888886,location_1,Smart_Watch_Q9_feat3,How does your Smart_Watch help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,Home
456,Relationship_2:Smart_Watch_Q2_feat5,32.138888888888886,Relationship_2,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,strong ties
338,Relationship_3:Smart_Watch_Q11_feat2,32.138888888888886,Relationship_3,Smart_Watch_Q11_feat2,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,weak ties
463,Relationship_2:Smart_Watch_Q12_feat1,29.66666666666667,Relationship_2,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
242,location_2:Smart_Watch_Q11_feat1,29.66666666666667,location_2,Smart_Watch_Q11_feat1,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
562,location_1:Smart_Watch_Q11_feat2,29.66666666666667,location_1,Smart_Watch_Q11_feat2,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,Home
563,location_1:Smart_Watch_Q5_feat1,29.66666666666667,location_1,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   ,Scenario location,Home
448,Relationship_2:Smart_Watch_Q4_feat1,29.66666666666667,Relationship_2,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,strong ties
351,Relationship_3:Smart_Watch_Q12_feat1,29.66666666666667,Relationship_3,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,weak ties
567,location_1:Smart_Watch_Q3_feat3,29.66666666666667,location_1,Smart_Watch_Q3_feat3,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,Home
570,location_1:Smart_Watch_Q3_feat2,29.66666666666667,location_1,Smart_Watch_Q3_feat2,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,Home
349,Relationship_3:Smart_Watch_Q6_feat1,29.66666666666667,Relationship_3,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,weak ties
345,Relationship_3:Smart_Watch_Q7_feat5,29.66666666666667,Relationship_3,Smart_Watch_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Watch?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,weak ties
336,Relationship_3:Smart_Watch_Q4_feat1,29.66666666666667,Relationship_3,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,weak ties
21,Relationship_1:Smart_Watch_Q3_feat1,29.66666666666667,Relationship_1,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
243,location_2:Smart_Watch_Q10_feat4,27.19444444444445,location_2,Smart_Watch_Q10_feat4,How does Smart_Watch provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
348,Relationship_3:Smart_Watch_Q13_feat4,27.19444444444445,Relationship_3,Smart_Watch_Q13_feat4,Which of the additional artifacts do you connect/download on your Smart_Watch,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario relation,weak ties
465,Relationship_2:Smart_Watch_Q1_feat1,27.19444444444445,Relationship_2,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  ,Scenario relation,strong ties
22,Relationship_1:Smart_Watch_Q13_feat1,27.19444444444445,Relationship_1,Smart_Watch_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Watch to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario relation,alone
20,Relationship_1:Smart_Watch_Q12_feat5,27.19444444444445,Relationship_1,Smart_Watch_Q12_feat5,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,alone
344,Relationship_3:Smart_Watch_Q2_feat5,27.19444444444445,Relationship_3,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,weak ties
350,Relationship_3:Smart_Watch_Q8_feat5,27.19444444444445,Relationship_3,Smart_Watch_Q8_feat5,What level of personalized communication does your Smart_Watch provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,weak ties
131,location_3:Smart_Watch_Q10_feat4,24.722222222222218,location_3,Smart_Watch_Q10_feat4,How does Smart_Watch provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Public (park, street etc)"
134,location_3:Smart_Watch_Q13_feat1,24.722222222222218,location_3,Smart_Watch_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Watch to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Public (park, street etc)"
135,location_3:Smart_Watch_Q1_feat5,24.722222222222218,location_3,Smart_Watch_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Watch,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Public (park, street etc)"
459,Relationship_2:Smart_Watch_Q10_feat1,24.722222222222218,Relationship_2,Smart_Watch_Q10_feat1,How does Smart_Watch provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,strong ties
575,location_1:Smart_Watch_Q12_feat1,24.722222222222218,location_1,Smart_Watch_Q12_feat1,Which of these maintenance features in Smart_Watch affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,Home
573,location_1:Smart_Watch_Q6_feat1,24.722222222222218,location_1,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,Home
569,location_1:Smart_Watch_Q7_feat5,24.722222222222218,location_1,Smart_Watch_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Watch?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,Home
23,Relationship_1:Smart_Watch_Q1_feat5,24.722222222222218,Relationship_1,Smart_Watch_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Watch,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,alone
245,location_2:Smart_Watch_Q3_feat1,24.722222222222218,location_2,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
466,Relationship_2:Smart_Watch_Q11_feat1,24.722222222222218,Relationship_2,Smart_Watch_Q11_feat1,Which of the following design components on your Smart_Watch help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,strong ties
473,Relationship_2:Smart_Watch_Q4_feat3,22.250000000000004,Relationship_2,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,strong ties
347,Relationship_3:Smart_Watch_Q10_feat1,22.250000000000004,Relationship_3,Smart_Watch_Q10_feat1,How does Smart_Watch provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,weak ties
