,features,Importance,interaction_a,main_features,Question,Answer option
459,Relationship_1:Smart_Watch_Q4_feat1,0.0,Relationship_1,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   
460,Relationship_2:Smart_Watch_Q4_feat1,0.0,Relationship_2,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   
452,location_3:Smart_Watch_Q3_feat6,0.0,location_3,Smart_Watch_Q3_feat6,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
451,location_2:Smart_Watch_Q3_feat6,0.0,location_2,Smart_Watch_Q3_feat6,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
461,Relationship_3:Smart_Watch_Q4_feat1,0.0,Relationship_3,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   
450,location_1:Smart_Watch_Q3_feat6,0.0,location_1,Smart_Watch_Q3_feat6,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  
449,Relationship_3:Smart_Watch_Q3_feat4,0.0,Relationship_3,Smart_Watch_Q3_feat4,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
462,location_1:Smart_Watch_Q4_feat3,0.0,location_1,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
457,location_2:Smart_Watch_Q4_feat1,0.0,location_2,Smart_Watch_Q4_feat1,Which aspects of mobility does Smart_Watch  provide as you perform this task?,I can move around while performing the task   
446,location_3:Smart_Watch_Q3_feat4,0.0,location_3,Smart_Watch_Q3_feat4,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
447,Relationship_1:Smart_Watch_Q3_feat4,0.0,Relationship_1,Smart_Watch_Q3_feat4,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
464,location_3:Smart_Watch_Q4_feat3,0.0,location_3,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
427,location_2:Smart_Watch_Q2_feat3,0.0,location_2,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
428,location_3:Smart_Watch_Q2_feat3,0.0,location_3,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
429,Relationship_1:Smart_Watch_Q2_feat3,0.0,Relationship_1,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
430,Relationship_2:Smart_Watch_Q2_feat3,0.0,Relationship_2,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
431,Relationship_3:Smart_Watch_Q2_feat3,0.0,Relationship_3,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
432,location_1:Smart_Watch_Q2_feat5,0.0,location_1,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
433,location_2:Smart_Watch_Q2_feat5,0.0,location_2,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
434,location_3:Smart_Watch_Q2_feat5,0.0,location_3,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
435,Relationship_1:Smart_Watch_Q2_feat5,0.0,Relationship_1,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
436,Relationship_2:Smart_Watch_Q2_feat5,0.0,Relationship_2,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
437,Relationship_3:Smart_Watch_Q2_feat5,0.0,Relationship_3,Smart_Watch_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  
438,location_1:Smart_Watch_Q3_feat1,0.0,location_1,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
439,location_2:Smart_Watch_Q3_feat1,0.0,location_2,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
440,location_3:Smart_Watch_Q3_feat1,0.0,location_3,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
441,Relationship_1:Smart_Watch_Q3_feat1,0.0,Relationship_1,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
442,Relationship_2:Smart_Watch_Q3_feat1,0.0,Relationship_2,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
443,Relationship_3:Smart_Watch_Q3_feat1,0.0,Relationship_3,Smart_Watch_Q3_feat1,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.
444,location_1:Smart_Watch_Q3_feat4,0.0,location_1,Smart_Watch_Q3_feat4,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
445,location_2:Smart_Watch_Q3_feat4,0.0,location_2,Smart_Watch_Q3_feat4,Which  aspects of Smart_Watch makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  
463,location_2:Smart_Watch_Q4_feat3,0.0,location_2,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
468,location_1:Smart_Watch_Q5_feat1,0.0,location_1,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
465,Relationship_1:Smart_Watch_Q4_feat3,0.0,Relationship_1,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
496,Relationship_2:Smart_Watch_Q5_feat6,0.0,Relationship_2,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
488,location_3:Smart_Watch_Q5_feat4,0.0,location_3,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
489,Relationship_1:Smart_Watch_Q5_feat4,0.0,Relationship_1,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
490,Relationship_2:Smart_Watch_Q5_feat4,0.0,Relationship_2,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
491,Relationship_3:Smart_Watch_Q5_feat4,0.0,Relationship_3,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
492,location_1:Smart_Watch_Q5_feat6,0.0,location_1,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
493,location_2:Smart_Watch_Q5_feat6,0.0,location_2,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
494,location_3:Smart_Watch_Q5_feat6,0.0,location_3,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
495,Relationship_1:Smart_Watch_Q5_feat6,0.0,Relationship_1,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
497,Relationship_3:Smart_Watch_Q5_feat6,0.0,Relationship_3,Smart_Watch_Q5_feat6,What level of accuracy does your Smart_Watch provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  
466,Relationship_2:Smart_Watch_Q4_feat3,0.0,Relationship_2,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
498,location_1:Smart_Watch_Q6_feat1,0.0,location_1,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
499,location_2:Smart_Watch_Q6_feat1,0.0,location_2,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
500,location_3:Smart_Watch_Q6_feat1,0.0,location_3,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
501,Relationship_1:Smart_Watch_Q6_feat1,0.0,Relationship_1,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
502,Relationship_2:Smart_Watch_Q6_feat1,0.0,Relationship_2,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
503,Relationship_3:Smart_Watch_Q6_feat1,0.0,Relationship_3,Smart_Watch_Q6_feat1,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task
504,location_1:Smart_Watch_Q6_feat2,0.0,location_1,Smart_Watch_Q6_feat2,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
505,location_2:Smart_Watch_Q6_feat2,0.0,location_2,Smart_Watch_Q6_feat2,When does your Smart_Watch give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.
487,location_2:Smart_Watch_Q5_feat4,0.0,location_2,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
486,location_1:Smart_Watch_Q5_feat4,0.0,location_1,Smart_Watch_Q5_feat4,What level of accuracy does your Smart_Watch provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  "
485,Relationship_3:Smart_Watch_Q5_feat3,0.0,Relationship_3,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
484,Relationship_2:Smart_Watch_Q5_feat3,0.0,Relationship_2,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
467,Relationship_3:Smart_Watch_Q4_feat3,0.0,Relationship_3,Smart_Watch_Q4_feat3,Which aspects of mobility does Smart_Watch  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device
425,Relationship_3:Smart_Watch_Q2_feat2,0.0,Relationship_3,Smart_Watch_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",I use/view another application using voice-based input 
469,location_2:Smart_Watch_Q5_feat1,0.0,location_2,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
470,location_3:Smart_Watch_Q5_feat1,0.0,location_3,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
471,Relationship_1:Smart_Watch_Q5_feat1,0.0,Relationship_1,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
472,Relationship_2:Smart_Watch_Q5_feat1,0.0,Relationship_2,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
473,Relationship_3:Smart_Watch_Q5_feat1,0.0,Relationship_3,Smart_Watch_Q5_feat1,What level of accuracy does your Smart_Watch provide when executing the task?,It executes the task without any errors   
474,location_1:Smart_Watch_Q5_feat2,0.0,location_1,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
475,location_2:Smart_Watch_Q5_feat2,0.0,location_2,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
476,location_3:Smart_Watch_Q5_feat2,0.0,location_3,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
477,Relationship_1:Smart_Watch_Q5_feat2,0.0,Relationship_1,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
478,Relationship_2:Smart_Watch_Q5_feat2,0.0,Relationship_2,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
479,Relationship_3:Smart_Watch_Q5_feat2,0.0,Relationship_3,Smart_Watch_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  
480,location_1:Smart_Watch_Q5_feat3,0.0,location_1,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
481,location_2:Smart_Watch_Q5_feat3,0.0,location_2,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
482,location_3:Smart_Watch_Q5_feat3,0.0,location_3,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
483,Relationship_1:Smart_Watch_Q5_feat3,0.0,Relationship_1,Smart_Watch_Q5_feat3,What level of accuracy does your Smart_Watch provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  "
426,location_1:Smart_Watch_Q2_feat3,0.0,location_1,Smart_Watch_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
418,Relationship_2:Smart_Watch_Q2_feat1,0.0,Relationship_2,Smart_Watch_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",I use/view another application using touch-based input
424,Relationship_2:Smart_Watch_Q2_feat2,0.0,Relationship_2,Smart_Watch_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",I use/view another application using voice-based input 
383,Relationship_3:Smart_Watch_Q1_feat1,0.0,Relationship_3,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
365,Relationship_3:Q13_feat1,0.0,Relationship_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
366,location_1:Q13_feat2,0.0,location_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
367,location_2:Q13_feat2,0.0,location_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
368,location_3:Q13_feat2,0.0,location_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
369,Relationship_1:Q13_feat2,0.0,Relationship_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
370,Relationship_2:Q13_feat2,0.0,Relationship_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
371,Relationship_3:Q13_feat2,0.0,Relationship_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
372,location_1:Q13_feat4,0.0,location_1,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
373,location_2:Q13_feat4,0.0,location_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
374,location_3:Q13_feat4,0.0,location_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
375,Relationship_1:Q13_feat4,0.0,Relationship_1,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
376,Relationship_2:Q13_feat4,0.0,Relationship_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
377,Relationship_3:Q13_feat4,0.0,Relationship_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.
378,location_1:Smart_Watch_Q1_feat1,0.0,location_1,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
379,location_2:Smart_Watch_Q1_feat1,0.0,location_2,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
380,location_3:Smart_Watch_Q1_feat1,0.0,location_3,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
381,Relationship_1:Smart_Watch_Q1_feat1,0.0,Relationship_1,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
364,Relationship_2:Q13_feat1,0.0,Relationship_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
363,Relationship_1:Q13_feat1,0.0,Relationship_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
362,location_3:Q13_feat1,0.0,location_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
352,Relationship_2:Q12_feat1,0.0,Relationship_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
345,Relationship_1:Q11_feat5,0.0,Relationship_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
346,Relationship_2:Q11_feat5,0.0,Relationship_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
347,Relationship_3:Q11_feat5,0.0,Relationship_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  
348,location_1:Q12_feat1,0.0,location_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
349,location_2:Q12_feat1,0.0,location_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
350,location_3:Q12_feat1,0.0,location_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
351,Relationship_1:Q12_feat1,0.0,Relationship_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
353,Relationship_3:Q12_feat1,0.0,Relationship_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   
361,location_2:Q13_feat1,0.0,location_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
354,location_1:Q12_feat5,0.0,location_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
355,location_2:Q12_feat5,0.0,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
356,location_3:Q12_feat5,0.0,location_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
357,Relationship_1:Q12_feat5,0.0,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
358,Relationship_2:Q12_feat5,0.0,Relationship_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
359,Relationship_3:Q12_feat5,0.0,Relationship_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
360,location_1:Q13_feat1,0.0,location_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  "
382,Relationship_2:Smart_Watch_Q1_feat1,0.0,Relationship_2,Smart_Watch_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Watch,Voice-based interaction  
384,location_1:Smart_Watch_Q1_feat2,0.0,location_1,Smart_Watch_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Watch,"Touch-based interaction (e.g, through scrolling, tapping)  "
423,Relationship_1:Smart_Watch_Q2_feat2,0.0,Relationship_1,Smart_Watch_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Watch while executing this task?",I use/view another application using voice-based input 
